year,month,radiationtype,radiation
2008,1,ghi,180399
2008,2,ghi,135540
2008,3,ghi,164124
2008,4,ghi,164726
2008,5,ghi,176684
2008,6,ghi,149575
2008,7,ghi,161171
2008,8,ghi,178256
2008,9,ghi,193741
2008,10,ghi,214954
2008,11,ghi,185315
2008,12,ghi,160627
2009,1,ghi,168929
2009,2,ghi,131707
2009,3,ghi,211699
2009,4,ghi,179819
2009,5,ghi,153816
2009,6,ghi,157926
2009,7,ghi,168892
2009,8,ghi,186613
2009,9,ghi,185275
2009,10,ghi,218483
2009,11,ghi,116225
2009,12,ghi,191330
2010,1,ghi,163324
2010,2,ghi,174325
2010,3,ghi,193448
2010,4,ghi,165761
2010,5,ghi,150345
2010,6,ghi,158923
2010,7,ghi,156421
2010,8,ghi,179382
2010,9,ghi,178091
2010,10,ghi,184424
2010,11,ghi,209754
2010,12,ghi,179559
2011,1,ghi,173359
2011,2,ghi,149134
2011,3,ghi,149191
2011,4,ghi,176878
2011,5,ghi,181791
2011,6,ghi,163366
2011,7,ghi,169863
2011,8,ghi,187017
2011,9,ghi,205782
2011,10,ghi,215636
2011,11,ghi,191355
2011,12,ghi,179381
2012,1,ghi,198662
2012,2,ghi,204534
2012,3,ghi,162644
2012,4,ghi,181008
2012,5,ghi,162409
2012,6,ghi,153302
2012,7,ghi,161036
2012,8,ghi,183995
2012,9,ghi,198834
2012,10,ghi,216284
2012,11,ghi,202066
2012,12,ghi,216319
2013,1,ghi,223049
2013,2,ghi,185509
2013,3,ghi,170909
2013,4,ghi,186390
2013,5,ghi,163404
2013,6,ghi,150404
2013,7,ghi,165171
2013,8,ghi,191667
2013,9,ghi,191063
2013,10,ghi,200260
2013,11,ghi,184760
2013,12,ghi,202631
2014,1,ghi,191198
2014,2,ghi,155891
2014,3,ghi,206324
2014,4,ghi,169412
2014,5,ghi,170594
2014,6,ghi,157182
2014,7,ghi,168995
2014,8,ghi,192504
2014,9,ghi,207007
2014,10,ghi,232932
2014,11,ghi,198684
2014,12,ghi,201981
2015,1,ghi,178524
2015,2,ghi,184137
2015,3,ghi,197230
2015,4,ghi,188960
2015,5,ghi,146258
2015,6,ghi,156834
2015,7,ghi,164314
2015,8,ghi,183332
2015,9,ghi,197416
2015,10,ghi,213114
2015,11,ghi,202087
2015,12,ghi,165160
2016,1,ghi,202519
2016,2,ghi,182903
2016,3,ghi,167392
2016,4,ghi,180717
2016,5,ghi,157563
2016,6,ghi,147967
2016,7,ghi,159483
2016,8,ghi,175154
2016,9,ghi,176527
2016,10,ghi,221616
2016,11,ghi,224571
2016,12,ghi,216121
2017,1,ghi,200032
2017,2,ghi,184545
2017,3,ghi,211639
2017,4,ghi,185379
2017,5,ghi,176154
2017,6,ghi,157087
2017,7,ghi,166649
2017,8,ghi,193197
2017,9,ghi,206749
2017,10,ghi,225621
2017,11,ghi,220881
2017,12,ghi,240041
2018,1,ghi,196638
2018,2,ghi,190132
2018,3,ghi,217299
2018,4,ghi,196744
2018,5,ghi,179663
2018,6,ghi,158832
2018,7,ghi,170100
2018,8,ghi,0
