year,month,radiationtype,radiation
2008,1,ghi,197933
2008,2,ghi,132311
2008,3,ghi,162013
2008,4,ghi,165644
2008,5,ghi,175870
2008,6,ghi,142999
2008,7,ghi,164593
2008,8,ghi,179244
2008,9,ghi,193468
2008,10,ghi,208171
2008,11,ghi,183524
2008,12,ghi,172707
2009,1,ghi,168218
2009,2,ghi,135484
2009,3,ghi,199410
2009,4,ghi,180403
2009,5,ghi,159005
2009,6,ghi,151156
2009,7,ghi,161372
2009,8,ghi,182263
2009,9,ghi,182703
2009,10,ghi,222043
2009,11,ghi,117662
2009,12,ghi,189101
2010,1,ghi,185604
2010,2,ghi,180723
2010,3,ghi,210415
2010,4,ghi,170254
2010,5,ghi,132452
2010,6,ghi,150841
2010,7,ghi,142375
2010,8,ghi,172687
2010,9,ghi,173385
2010,10,ghi,194792
2010,11,ghi,220869
2010,12,ghi,193846
2011,1,ghi,173161
2011,2,ghi,138147
2011,3,ghi,145767
2011,4,ghi,164439
2011,5,ghi,173519
2011,6,ghi,159128
2011,7,ghi,160545
2011,8,ghi,187907
2011,9,ghi,204343
2011,10,ghi,205580
2011,11,ghi,204996
2011,12,ghi,219372
2012,1,ghi,179417
2012,2,ghi,199802
2012,3,ghi,159390
2012,4,ghi,182968
2012,5,ghi,169527
2012,6,ghi,148689
2012,7,ghi,155956
2012,8,ghi,178874
2012,9,ghi,195176
2012,10,ghi,214885
2012,11,ghi,210913
2012,12,ghi,203597
2013,1,ghi,206333
2013,2,ghi,167308
2013,3,ghi,185399
2013,4,ghi,174116
2013,5,ghi,149209
2013,6,ghi,138441
2013,7,ghi,167296
2013,8,ghi,191264
2013,9,ghi,198743
2013,10,ghi,206752
2013,11,ghi,187227
2013,12,ghi,175379
2014,1,ghi,194123
2014,2,ghi,166958
2014,3,ghi,197865
2014,4,ghi,174350
2014,5,ghi,161621
2014,6,ghi,154782
2014,7,ghi,157077
2014,8,ghi,190674
2014,9,ghi,203005
2014,10,ghi,215536
2014,11,ghi,171287
2014,12,ghi,206133
2015,1,ghi,176749
2015,2,ghi,191622
2015,3,ghi,189484
2015,4,ghi,177647
2015,5,ghi,148689
2015,6,ghi,154683
2015,7,ghi,160719
2015,8,ghi,178840
2015,9,ghi,200796
2015,10,ghi,192454
2015,11,ghi,211143
2015,12,ghi,187022
2016,1,ghi,180130
2016,2,ghi,170126
2016,3,ghi,164261
2016,4,ghi,175739
2016,5,ghi,142419
2016,6,ghi,146427
2016,7,ghi,152190
2016,8,ghi,161175
2016,9,ghi,186739
2016,10,ghi,216212
2016,11,ghi,215021
2016,12,ghi,180245
2017,1,ghi,176271
2017,2,ghi,192253
2017,3,ghi,202798
2017,4,ghi,177932
2017,5,ghi,170983
2017,6,ghi,154929
2017,7,ghi,163469
2017,8,ghi,190627
2017,9,ghi,209290
2017,10,ghi,228437
2017,11,ghi,210383
2017,12,ghi,220130
2018,1,ghi,190943
2018,2,ghi,180348
2018,3,ghi,213475
2018,4,ghi,192121
2018,5,ghi,174323
2018,6,ghi,156234
2018,7,ghi,166067
2018,8,ghi,0
