year,month,radiationtype,radiation
2008,1,ghi,145429
2008,2,ghi,123727
2008,3,ghi,149113
2008,4,ghi,152234
2008,5,ghi,166022
2008,6,ghi,123856
2008,7,ghi,127925
2008,8,ghi,151168
2008,9,ghi,187183
2008,10,ghi,203069
2008,11,ghi,195839
2008,12,ghi,163448
2009,1,ghi,128430
2009,2,ghi,114659
2009,3,ghi,184827
2009,4,ghi,167433
2009,5,ghi,139347
2009,6,ghi,148088
2009,7,ghi,152184
2009,8,ghi,179832
2009,9,ghi,186269
2009,10,ghi,214661
2009,11,ghi,114966
2009,12,ghi,195871
2010,1,ghi,119754
2010,2,ghi,150921
2010,3,ghi,163436
2010,4,ghi,138848
2010,5,ghi,163022
2010,6,ghi,129348
2010,7,ghi,109694
2010,8,ghi,145765
2010,9,ghi,166266
2010,10,ghi,182243
2010,11,ghi,175396
2010,12,ghi,174329
2011,1,ghi,164011
2011,2,ghi,143631
2011,3,ghi,140655
2011,4,ghi,154120
2011,5,ghi,165792
2011,6,ghi,148148
2011,7,ghi,151037
2011,8,ghi,174359
2011,9,ghi,183723
2011,10,ghi,199355
2011,11,ghi,210197
2011,12,ghi,149305
2012,1,ghi,184092
2012,2,ghi,150584
2012,3,ghi,129747
2012,4,ghi,161676
2012,5,ghi,142343
2012,6,ghi,139068
2012,7,ghi,136937
2012,8,ghi,173322
2012,9,ghi,194293
2012,10,ghi,199982
2012,11,ghi,222666
2012,12,ghi,230646
2013,1,ghi,172360
2013,2,ghi,180009
2013,3,ghi,154772
2013,4,ghi,168336
2013,5,ghi,140921
2013,6,ghi,130770
2013,7,ghi,142980
2013,8,ghi,190334
2013,9,ghi,193579
2013,10,ghi,215433
2013,11,ghi,160677
2013,12,ghi,223242
2014,1,ghi,157791
2014,2,ghi,128957
2014,3,ghi,170407
2014,4,ghi,152983
2014,5,ghi,159796
2014,6,ghi,122870
2014,7,ghi,153089
2014,8,ghi,166969
2014,9,ghi,204824
2014,10,ghi,227481
2014,11,ghi,219282
2014,12,ghi,204836
2015,1,ghi,163209
2015,2,ghi,151721
2015,3,ghi,164939
2015,4,ghi,168106
2015,5,ghi,132784
2015,6,ghi,137155
2015,7,ghi,152708
2015,8,ghi,177470
2015,9,ghi,200209
2015,10,ghi,215506
2015,11,ghi,195994
2015,12,ghi,169602
2016,1,ghi,193479
2016,2,ghi,164606
2016,3,ghi,151719
2016,4,ghi,157109
2016,5,ghi,130195
2016,6,ghi,119916
2016,7,ghi,131742
2016,8,ghi,165843
2016,9,ghi,175149
2016,10,ghi,222532
2016,11,ghi,231438
2016,12,ghi,217277
2017,1,ghi,176446
2017,2,ghi,173563
2017,3,ghi,198403
2017,4,ghi,167483
2017,5,ghi,157074
2017,6,ghi,138599
2017,7,ghi,126735
2017,8,ghi,173583
2017,9,ghi,191787
2017,10,ghi,201672
2017,11,ghi,226453
2017,12,ghi,240671
2018,1,ghi,179985
2018,2,ghi,180605
2018,3,ghi,168926
2018,4,ghi,186855
2018,5,ghi,156680
2018,6,ghi,140654
2018,7,ghi,150287
2018,8,ghi,0
