year,month,radiationtype,radiation
2008,1,ghi,197871
2008,2,ghi,182899
2008,3,ghi,166681
2008,4,ghi,152821
2008,5,ghi,156878
2008,6,ghi,127386
2008,7,ghi,139001
2008,8,ghi,170558
2008,9,ghi,186166
2008,10,ghi,227046
2008,11,ghi,203219
2008,12,ghi,220808
2009,1,ghi,124864
2009,2,ghi,148638
2009,3,ghi,207610
2009,4,ghi,163249
2009,5,ghi,136536
2009,6,ghi,142709
2009,7,ghi,152889
2009,8,ghi,172875
2009,9,ghi,190539
2009,10,ghi,231157
2009,11,ghi,134706
2009,12,ghi,220351
2010,1,ghi,183702
2010,2,ghi,174714
2010,3,ghi,181730
2010,4,ghi,148526
2010,5,ghi,147156
2010,6,ghi,142028
2010,7,ghi,138575
2010,8,ghi,169521
2010,9,ghi,169799
2010,10,ghi,198304
2010,11,ghi,188625
2010,12,ghi,189581
2011,1,ghi,229044
2011,2,ghi,185315
2011,3,ghi,163396
2011,4,ghi,171227
2011,5,ghi,166948
2011,6,ghi,140714
2011,7,ghi,154533
2011,8,ghi,173929
2011,9,ghi,203896
2011,10,ghi,221375
2011,11,ghi,190175
2011,12,ghi,209324
2012,1,ghi,208228
2012,2,ghi,204751
2012,3,ghi,165967
2012,4,ghi,170515
2012,5,ghi,141742
2012,6,ghi,133539
2012,7,ghi,142240
2012,8,ghi,171294
2012,9,ghi,187490
2012,10,ghi,226861
2012,11,ghi,222015
2012,12,ghi,216976
2013,1,ghi,231657
2013,2,ghi,188056
2013,3,ghi,198344
2013,4,ghi,174054
2013,5,ghi,147834
2013,6,ghi,138194
2013,7,ghi,149800
2013,8,ghi,181853
2013,9,ghi,202738
2013,10,ghi,231042
2013,11,ghi,196540
2013,12,ghi,238116
2014,1,ghi,216904
2014,2,ghi,167277
2014,3,ghi,205690
2014,4,ghi,172815
2014,5,ghi,158313
2014,6,ghi,138678
2014,7,ghi,154131
2014,8,ghi,178901
2014,9,ghi,203585
2014,10,ghi,235992
2014,11,ghi,220472
2014,12,ghi,217217
2015,1,ghi,209503
2015,2,ghi,209083
2015,3,ghi,197500
2015,4,ghi,178284
2015,5,ghi,135876
2015,6,ghi,135243
2015,7,ghi,151408
2015,8,ghi,176019
2015,9,ghi,195381
2015,10,ghi,230979
2015,11,ghi,222427
2015,12,ghi,178307
2016,1,ghi,217271
2016,2,ghi,190852
2016,3,ghi,166193
2016,4,ghi,175914
2016,5,ghi,141839
2016,6,ghi,131998
2016,7,ghi,133192
2016,8,ghi,166514
2016,9,ghi,176829
2016,10,ghi,221381
2016,11,ghi,237138
2016,12,ghi,234698
2017,1,ghi,234153
2017,2,ghi,198707
2017,3,ghi,218615
2017,4,ghi,186117
2017,5,ghi,157957
2017,6,ghi,140324
2017,7,ghi,152144
2017,8,ghi,180232
2017,9,ghi,203484
2017,10,ghi,226074
2017,11,ghi,224832
2017,12,ghi,252911
2018,1,ghi,216263
2018,2,ghi,214467
2018,3,ghi,179317
2018,4,ghi,188777
2018,5,ghi,159350
2018,6,ghi,139377
2018,7,ghi,150919
2018,8,ghi,0
