year,month,radiationtype,radiation
2008,1,ghi,197342
2008,2,ghi,169754
2008,3,ghi,165755
2008,4,ghi,147410
2008,5,ghi,144555
2008,6,ghi,114250
2008,7,ghi,126145
2008,8,ghi,153751
2008,9,ghi,165255
2008,10,ghi,220802
2008,11,ghi,203752
2008,12,ghi,225745
2009,1,ghi,146748
2009,2,ghi,163416
2009,3,ghi,199616
2009,4,ghi,150287
2009,5,ghi,119765
2009,6,ghi,124491
2009,7,ghi,141007
2009,8,ghi,161170
2009,9,ghi,181132
2009,10,ghi,227804
2009,11,ghi,130876
2009,12,ghi,209765
2010,1,ghi,191028
2010,2,ghi,168717
2010,3,ghi,186742
2010,4,ghi,151976
2010,5,ghi,135940
2010,6,ghi,126051
2010,7,ghi,122248
2010,8,ghi,151540
2010,9,ghi,147095
2010,10,ghi,199064
2010,11,ghi,184816
2010,12,ghi,193448
2011,1,ghi,231695
2011,2,ghi,196065
2011,3,ghi,160775
2011,4,ghi,166612
2011,5,ghi,149688
2011,6,ghi,116291
2011,7,ghi,139195
2011,8,ghi,160942
2011,9,ghi,194704
2011,10,ghi,211441
2011,11,ghi,207947
2011,12,ghi,200819
2012,1,ghi,225820
2012,2,ghi,198829
2012,3,ghi,166124
2012,4,ghi,158237
2012,5,ghi,130158
2012,6,ghi,114646
2012,7,ghi,121352
2012,8,ghi,157097
2012,9,ghi,176158
2012,10,ghi,218497
2012,11,ghi,228949
2012,12,ghi,230397
2013,1,ghi,239219
2013,2,ghi,197377
2013,3,ghi,195489
2013,4,ghi,159266
2013,5,ghi,130366
2013,6,ghi,118840
2013,7,ghi,132417
2013,8,ghi,170904
2013,9,ghi,187246
2013,10,ghi,232846
2013,11,ghi,210669
2013,12,ghi,240443
2014,1,ghi,239071
2014,2,ghi,173701
2014,3,ghi,193510
2014,4,ghi,173186
2014,5,ghi,142373
2014,6,ghi,127329
2014,7,ghi,142009
2014,8,ghi,162696
2014,9,ghi,189401
2014,10,ghi,233830
2014,11,ghi,222466
2014,12,ghi,223165
2015,1,ghi,213171
2015,2,ghi,208503
2015,3,ghi,196616
2015,4,ghi,164376
2015,5,ghi,121158
2015,6,ghi,121617
2015,7,ghi,136263
2015,8,ghi,159078
2015,9,ghi,187276
2015,10,ghi,229667
2015,11,ghi,224968
2015,12,ghi,214172
2016,1,ghi,209392
2016,2,ghi,186991
2016,3,ghi,167833
2016,4,ghi,161039
2016,5,ghi,127356
2016,6,ghi,107035
2016,7,ghi,115619
2016,8,ghi,151907
2016,9,ghi,152633
2016,10,ghi,218470
2016,11,ghi,218086
2016,12,ghi,224107
2017,1,ghi,230797
2017,2,ghi,205236
2017,3,ghi,200935
2017,4,ghi,177053
2017,5,ghi,140833
2017,6,ghi,128172
2017,7,ghi,128998
2017,8,ghi,170596
2017,9,ghi,196338
2017,10,ghi,211410
2017,11,ghi,226706
2017,12,ghi,257881
2018,1,ghi,245244
2018,2,ghi,206053
2018,3,ghi,190617
2018,4,ghi,177766
2018,5,ghi,143692
2018,6,ghi,119559
2018,7,ghi,137651
2018,8,ghi,0
