ts,radiation
2008-01-31,197342
2008-02-29,169754
2008-03-31,165755
2008-04-30,147410
2008-05-31,144555
2008-06-30,114250
2008-07-31,126145
2008-08-31,153751
2008-09-30,165255
2008-10-31,220802
2008-11-30,203752
2008-12-31,225745
2009-01-31,146748
2009-02-28,163416
2009-03-31,199616
2009-04-30,150287
2009-05-31,119765
2009-06-30,124491
2009-07-31,141007
2009-08-31,161170
2009-09-30,181132
2009-10-31,227804
2009-11-30,130876
2009-12-31,209765
2010-01-31,191028
2010-02-28,168717
2010-03-31,186742
2010-04-30,151976
2010-05-31,135940
2010-06-30,126051
2010-07-31,122248
2010-08-31,151540
2010-09-30,147095
2010-10-31,199064
2010-11-30,184816
2010-12-31,193448
2011-01-31,231695
2011-02-28,196065
2011-03-31,160775
2011-04-30,166612
2011-05-31,149688
2011-06-30,116291
2011-07-31,139195
2011-08-31,160942
2011-09-30,194704
2011-10-31,211441
2011-11-30,207947
2011-12-31,200819
2012-01-31,225820
2012-02-29,198829
2012-03-31,166124
2012-04-30,158237
2012-05-31,130158
2012-06-30,114646
2012-07-31,121352
2012-08-31,157097
2012-09-30,176158
2012-10-31,218497
2012-11-30,228949
2012-12-31,230397
2013-01-31,239219
2013-02-28,197377
2013-03-31,195489
2013-04-30,159266
2013-05-31,130366
2013-06-30,118840
2013-07-31,132417
2013-08-31,170904
2013-09-30,187246
2013-10-31,232846
2013-11-30,210669
2013-12-31,240443
2014-01-31,239071
2014-02-28,173701
2014-03-31,193510
2014-04-30,173186
2014-05-31,142373
2014-06-30,127329
2014-07-31,142009
2014-08-31,162696
2014-09-30,189401
2014-10-31,233830
2014-11-30,222466
2014-12-31,223165
2015-01-31,213171
2015-02-28,208503
2015-03-31,196616
2015-04-30,164376
2015-05-31,121158
2015-06-30,121617
2015-07-31,136263
2015-08-31,159078
2015-09-30,187276
2015-10-31,229667
2015-11-30,224968
2015-12-31,214172
2016-01-31,209392
2016-02-29,186991
2016-03-31,167833
2016-04-30,161039
2016-05-31,127356
2016-06-30,107035
2016-07-31,115619
2016-08-31,151907
2016-09-30,152633
2016-10-31,218470
2016-11-30,218086
2016-12-31,224107
2017-01-31,230797
2017-02-28,205236
2017-03-31,200935
2017-04-30,177053
2017-05-31,140833
2017-06-30,128172
2017-07-31,128998
2017-08-31,170596
2017-09-30,196338
2017-10-31,211410
2017-11-30,226706
2017-12-31,257881
2018-01-31,245244
2018-02-28,206053
2018-03-31,190617
2018-04-30,177766
2018-05-31,143692
2018-06-30,119559
2018-07-31,137651
