ts,radiation
2008-01-31,164476
2008-02-29,131322
2008-03-31,162961
2008-04-30,153938
2008-05-31,159804
2008-06-30,127215
2008-07-31,133499
2008-08-31,160470
2008-09-30,179804
2008-10-31,209541
2008-11-30,196850
2008-12-31,181588
2009-01-31,141619
2009-02-28,126185
2009-03-31,197787
2009-04-30,164755
2009-05-31,137248
2009-06-30,142646
2009-07-31,155873
2009-08-31,176460
2009-09-30,187132
2009-10-31,209819
2009-11-30,121972
2009-12-31,203435
2010-01-31,135227
2010-02-28,170392
2010-03-31,177917
2010-04-30,136261
2010-05-31,157201
2010-06-30,141895
2010-07-31,123543
2010-08-31,158437
2010-09-30,177096
2010-10-31,184614
2010-11-30,170773
2010-12-31,190437
2011-01-31,191096
2011-02-28,162954
2011-03-31,170110
2011-04-30,163225
2011-05-31,162871
2011-06-30,151391
2011-07-31,159517
2011-08-31,167549
2011-09-30,196397
2011-10-31,210477
2011-11-30,200163
2011-12-31,163958
2012-01-31,208675
2012-02-29,173443
2012-03-31,142196
2012-04-30,164611
2012-05-31,141388
2012-06-30,144829
2012-07-31,139959
2012-08-31,166970
2012-09-30,185177
2012-10-31,206052
2012-11-30,221413
2012-12-31,224417
2013-01-31,172372
2013-02-28,190811
2013-03-31,167726
2013-04-30,167083
2013-05-31,143021
2013-06-30,137868
2013-07-31,137697
2013-08-31,180544
2013-09-30,195002
2013-10-31,222903
2013-11-30,175215
2013-12-31,229762
2014-01-31,182581
2014-02-28,142533
2014-03-31,169050
2014-04-30,160639
2014-05-31,151806
2014-06-30,120296
2014-07-31,154063
2014-08-31,166210
2014-09-30,199876
2014-10-31,229434
2014-11-30,215983
2014-12-31,194451
2015-01-31,182870
2015-02-28,166459
2015-03-31,171112
2015-04-30,170660
2015-05-31,135710
2015-06-30,124477
2015-07-31,150532
2015-08-31,173854
2015-09-30,175099
2015-10-31,204830
2015-11-30,202083
2015-12-31,164574
2016-01-31,193659
2016-02-29,175299
2016-03-31,160907
2016-04-30,160428
2016-05-31,137384
2016-06-30,125928
2016-07-31,138996
2016-08-31,157779
2016-09-30,176877
2016-10-31,219491
2016-11-30,226992
2016-12-31,211531
2017-01-31,207590
2017-02-28,166581
2017-03-31,206821
2017-04-30,181280
2017-05-31,155753
2017-06-30,131517
2017-07-31,146642
2017-08-31,179172
2017-09-30,199911
2017-10-31,219785
2017-11-30,219472
2017-12-31,252833
2018-01-31,202012
2018-02-28,199262
2018-03-31,174747
2018-04-30,188262
2018-05-31,158064
2018-06-30,138315
2018-07-31,153568
