ts,radiation
2008-01-31,197871
2008-02-29,182899
2008-03-31,166681
2008-04-30,152821
2008-05-31,156878
2008-06-30,127386
2008-07-31,139001
2008-08-31,170558
2008-09-30,186166
2008-10-31,227046
2008-11-30,203219
2008-12-31,220808
2009-01-31,124864
2009-02-28,148638
2009-03-31,207610
2009-04-30,163249
2009-05-31,136536
2009-06-30,142709
2009-07-31,152889
2009-08-31,172875
2009-09-30,190539
2009-10-31,231157
2009-11-30,134706
2009-12-31,220351
2010-01-31,183702
2010-02-28,174714
2010-03-31,181730
2010-04-30,148526
2010-05-31,147156
2010-06-30,142028
2010-07-31,138575
2010-08-31,169521
2010-09-30,169799
2010-10-31,198304
2010-11-30,188625
2010-12-31,189581
2011-01-31,229044
2011-02-28,185315
2011-03-31,163396
2011-04-30,171227
2011-05-31,166948
2011-06-30,140714
2011-07-31,154533
2011-08-31,173929
2011-09-30,203896
2011-10-31,221375
2011-11-30,190175
2011-12-31,209324
2012-01-31,208228
2012-02-29,204751
2012-03-31,165967
2012-04-30,170515
2012-05-31,141742
2012-06-30,133539
2012-07-31,142240
2012-08-31,171294
2012-09-30,187490
2012-10-31,226861
2012-11-30,222015
2012-12-31,216976
2013-01-31,231657
2013-02-28,188056
2013-03-31,198344
2013-04-30,174054
2013-05-31,147834
2013-06-30,138194
2013-07-31,149800
2013-08-31,181853
2013-09-30,202738
2013-10-31,231042
2013-11-30,196540
2013-12-31,238116
2014-01-31,216904
2014-02-28,167277
2014-03-31,205690
2014-04-30,172815
2014-05-31,158313
2014-06-30,138678
2014-07-31,154131
2014-08-31,178901
2014-09-30,203585
2014-10-31,235992
2014-11-30,220472
2014-12-31,217217
2015-01-31,209503
2015-02-28,209083
2015-03-31,197500
2015-04-30,178284
2015-05-31,135876
2015-06-30,135243
2015-07-31,151408
2015-08-31,176019
2015-09-30,195381
2015-10-31,230979
2015-11-30,222427
2015-12-31,178307
2016-01-31,217271
2016-02-29,190852
2016-03-31,166193
2016-04-30,175914
2016-05-31,141839
2016-06-30,131998
2016-07-31,133192
2016-08-31,166514
2016-09-30,176829
2016-10-31,221381
2016-11-30,237138
2016-12-31,234698
2017-01-31,234153
2017-02-28,198707
2017-03-31,218615
2017-04-30,186117
2017-05-31,157957
2017-06-30,140324
2017-07-31,152144
2017-08-31,180232
2017-09-30,203484
2017-10-31,226074
2017-11-30,224832
2017-12-31,252911
2018-01-31,216263
2018-02-28,214467
2018-03-31,179317
2018-04-30,188777
2018-05-31,159350
2018-06-30,139377
2018-07-31,150919
