ts,radiation
2008-01-31,242733
2008-02-29,197725
2008-03-31,156278
2008-04-30,144170
2008-05-31,155935
2008-06-30,121484
2008-07-31,139513
2008-08-31,156556
2008-09-30,186353
2008-10-31,222090
2008-11-30,207653
2008-12-31,196840
2009-01-31,233659
2009-02-28,183252
2009-03-31,197125
2009-04-30,150843
2009-05-31,132517
2009-06-30,125644
2009-07-31,139633
2009-08-31,162048
2009-09-30,183097
2009-10-31,230982
2009-11-30,130575
2009-12-31,228933
2010-01-31,220770
2010-02-28,194176
2010-03-31,200865
2010-04-30,169400
2010-05-31,137209
2010-06-30,121458
2010-07-31,114121
2010-08-31,150969
2010-09-30,166437
2010-10-31,212863
2010-11-30,242731
2010-12-31,233856
2011-01-31,244461
2011-02-28,190242
2011-03-31,179952
2011-04-30,174073
2011-05-31,145079
2011-06-30,129763
2011-07-31,136608
2011-08-31,170546
2011-09-30,199754
2011-10-31,200475
2011-11-30,223077
2011-12-31,240709
2012-01-31,220694
2012-02-29,205306
2012-03-31,183945
2012-04-30,164991
2012-05-31,149425
2012-06-30,119026
2012-07-31,134569
2012-08-31,165121
2012-09-30,185091
2012-10-31,221813
2012-11-30,204392
2012-12-31,199612
2013-01-31,230535
2013-02-28,176401
2013-03-31,183908
2013-04-30,175254
2013-05-31,125636
2013-06-30,92143
2013-07-31,145743
2013-08-31,171798
2013-09-30,199718
2013-10-31,224241
2013-11-30,213419
2013-12-31,213115
2014-01-31,223665
2014-02-28,193912
2014-03-31,208440
2014-04-30,168991
2014-05-31,141845
2014-06-30,133662
2014-07-31,137264
2014-08-31,174790
2014-09-30,196022
2014-10-31,227414
2014-11-30,188604
2014-12-31,235442
2015-01-31,206295
2015-02-28,201284
2015-03-31,183375
2015-04-30,150603
2015-05-31,113273
2015-06-30,134018
2015-07-31,134423
2015-08-31,161275
2015-09-30,198710
2015-10-31,226158
2015-11-30,229206
2015-12-31,226543
2016-01-31,185923
2016-02-29,200467
2016-03-31,167359
2016-04-30,166141
2016-05-31,118476
2016-06-30,115861
2016-07-31,129829
2016-08-31,150932
2016-09-30,177273
2016-10-31,211582
2016-11-30,234558
2016-12-31,212660
2017-01-31,221028
2017-02-28,213415
2017-03-31,201572
2017-04-30,167183
2017-05-31,154527
2017-06-30,127765
2017-07-31,142250
2017-08-31,172328
2017-09-30,191508
2017-10-31,226740
2017-11-30,233921
2017-12-31,248241
2018-01-31,247660
2018-02-28,201195
2018-03-31,206591
2018-04-30,175612
2018-05-31,150549
2018-06-30,127384
2018-07-31,143069
