year,month,radiationtype,radiation
2008,1,dni,161597
2008,2,dni,114878
2008,3,dni,174266
2008,4,dni,199216
2008,5,dni,203991
2008,6,dni,168773
2008,7,dni,177958
2008,8,dni,205228
2008,9,dni,182687
2008,10,dni,246880
2008,11,dni,199419
2008,12,dni,203833
2009,1,dni,51110
2009,2,dni,104892
2009,3,dni,245725
2009,4,dni,163578
2009,5,dni,147609
2009,6,dni,202423
2009,7,dni,229565
2009,8,dni,221932
2009,9,dni,212724
2009,10,dni,249582
2009,11,dni,133367
2009,12,dni,207241
2010,1,dni,129600
2010,2,dni,104445
2010,3,dni,171401
2010,4,dni,142376
2010,5,dni,174193
2010,6,dni,178584
2010,7,dni,142241
2010,8,dni,178758
2010,9,dni,108222
2010,10,dni,191348
2010,11,dni,74774
2010,12,dni,110242
2011,1,dni,217076
2011,2,dni,179831
2011,3,dni,121043
2011,4,dni,184868
2011,5,dni,219251
2011,6,dni,161593
2011,7,dni,217418
2011,8,dni,191091
2011,9,dni,239410
2011,10,dni,209331
2011,11,dni,203908
2011,12,dni,184435
2012,1,dni,186699
2012,2,dni,190610
2012,3,dni,149547
2012,4,dni,198472
2012,5,dni,161923
2012,6,dni,139146
2012,7,dni,140080
2012,8,dni,190436
2012,9,dni,191287
2012,10,dni,237399
2012,11,dni,252259
2012,12,dni,229198
2013,1,dni,213492
2013,2,dni,147530
2013,3,dni,186560
2013,4,dni,157858
2013,5,dni,152271
2013,6,dni,178495
2013,7,dni,169957
2013,8,dni,239186
2013,9,dni,229824
2013,10,dni,275846
2013,11,dni,182867
2013,12,dni,272478
2014,1,dni,199019
2014,2,dni,159802
2014,3,dni,197075
2014,4,dni,206549
2014,5,dni,184229
2014,6,dni,179602
2014,7,dni,222963
2014,8,dni,207337
2014,9,dni,217398
2014,10,dni,267353
2014,11,dni,240030
2014,12,dni,226633
2015,1,dni,188431
2015,2,dni,207662
2015,3,dni,221999
2015,4,dni,210674
2015,5,dni,183352
2015,6,dni,145267
2015,7,dni,205663
2015,8,dni,217067
2015,9,dni,233836
2015,10,dni,261287
2015,11,dni,250687
2015,12,dni,210053
2016,1,dni,216333
2016,2,dni,200404
2016,3,dni,134125
2016,4,dni,187041
2016,5,dni,158619
2016,6,dni,132895
2016,7,dni,153102
2016,8,dni,173042
2016,9,dni,152641
2016,10,dni,251064
2016,11,dni,239200
2016,12,dni,227204
2017,1,dni,228068
2017,2,dni,217687
2017,3,dni,176475
2017,4,dni,237486
2017,5,dni,167261
2017,6,dni,186906
2017,7,dni,191583
2017,8,dni,226456
2017,9,dni,248412
2017,10,dni,226792
2017,11,dni,229081
2017,12,dni,296016
2018,1,dni,264455
2018,2,dni,188465
2018,3,dni,161711
2018,4,dni,197202
2018,5,dni,195826
2018,6,dni,166101
2018,7,dni,205981
2018,8,dni,0
