year,month,radiationtype,radiation
2008,1,dni,266563
2008,2,dni,212024
2008,3,dni,216363
2008,4,dni,197496
2008,5,dni,218338
2008,6,dni,161816
2008,7,dni,177358
2008,8,dni,189788
2008,9,dni,204495
2008,10,dni,267287
2008,11,dni,173636
2008,12,dni,251880
2009,1,dni,200700
2009,2,dni,210563
2009,3,dni,242824
2009,4,dni,213448
2009,5,dni,185264
2009,6,dni,175590
2009,7,dni,182989
2009,8,dni,188980
2009,9,dni,205967
2009,10,dni,270822
2009,11,dni,165444
2009,12,dni,238826
2010,1,dni,235993
2010,2,dni,156486
2010,3,dni,237989
2010,4,dni,184766
2010,5,dni,196154
2010,6,dni,163656
2010,7,dni,138953
2010,8,dni,190040
2010,9,dni,181089
2010,10,dni,225656
2010,11,dni,212152
2010,12,dni,257284
2011,1,dni,274538
2011,2,dni,241182
2011,3,dni,184222
2011,4,dni,241643
2011,5,dni,213302
2011,6,dni,189733
2011,7,dni,183944
2011,8,dni,214495
2011,9,dni,251975
2011,10,dni,254192
2011,11,dni,187295
2011,12,dni,250136
2012,1,dni,220682
2012,2,dni,233964
2012,3,dni,202152
2012,4,dni,204438
2012,5,dni,168669
2012,6,dni,145399
2012,7,dni,154302
2012,8,dni,181118
2012,9,dni,215562
2012,10,dni,250569
2012,11,dni,234541
2012,12,dni,241807
2013,1,dni,307377
2013,2,dni,185523
2013,3,dni,215137
2013,4,dni,213078
2013,5,dni,187445
2013,6,dni,136849
2013,7,dni,193396
2013,8,dni,222114
2013,9,dni,256284
2013,10,dni,300804
2013,11,dni,259812
2013,12,dni,263477
2014,1,dni,309973
2014,2,dni,182168
2014,3,dni,225223
2014,4,dni,199802
2014,5,dni,176447
2014,6,dni,185824
2014,7,dni,190100
2014,8,dni,215066
2014,9,dni,251607
2014,10,dni,282773
2014,11,dni,222604
2014,12,dni,214125
2015,1,dni,259037
2015,2,dni,251898
2015,3,dni,255138
2015,4,dni,220670
2015,5,dni,163800
2015,6,dni,173859
2015,7,dni,191353
2015,8,dni,216408
2015,9,dni,249799
2015,10,dni,285176
2015,11,dni,270998
2015,12,dni,214311
2016,1,dni,235588
2016,2,dni,244435
2016,3,dni,172552
2016,4,dni,201861
2016,5,dni,156143
2016,6,dni,112447
2016,7,dni,164408
2016,8,dni,154548
2016,9,dni,149595
2016,10,dni,251127
2016,11,dni,261833
2016,12,dni,218946
2017,1,dni,269279
2017,2,dni,276444
2017,3,dni,242683
2017,4,dni,191653
2017,5,dni,202765
2017,6,dni,168177
2017,7,dni,174140
2017,8,dni,222896
2017,9,dni,230636
2017,10,dni,273420
2017,11,dni,247243
2017,12,dni,300806
2018,1,dni,305118
2018,2,dni,251918
2018,3,dni,225717
2018,4,dni,238127
2018,5,dni,197602
2018,6,dni,156233
2018,7,dni,192407
2018,8,dni,0
