year,month,radiationtype,radiation
2008,1,dni,138339
2008,2,dni,58925
2008,3,dni,162291
2008,4,dni,208528
2008,5,dni,237518
2008,6,dni,201977
2008,7,dni,217116
2008,8,dni,210945
2008,9,dni,206599
2008,10,dni,218550
2008,11,dni,142267
2008,12,dni,105496
2009,1,dni,103530
2009,2,dni,76720
2009,3,dni,251274
2009,4,dni,203593
2009,5,dni,174028
2009,6,dni,221986
2009,7,dni,231220
2009,8,dni,232201
2009,9,dni,188521
2009,10,dni,226202
2009,11,dni,102828
2009,12,dni,155602
2010,1,dni,95836
2010,2,dni,150279
2010,3,dni,186119
2010,4,dni,154352
2010,5,dni,153152
2010,6,dni,222726
2010,7,dni,184772
2010,8,dni,206495
2010,9,dni,156896
2010,10,dni,141515
2010,11,dni,211151
2010,12,dni,124473
2011,1,dni,110166
2011,2,dni,96811
2011,3,dni,85596
2011,4,dni,188376
2011,5,dni,247285
2011,6,dni,234696
2011,7,dni,224131
2011,8,dni,230290
2011,9,dni,239447
2011,10,dni,211968
2011,11,dni,152083
2011,12,dni,125510
2012,1,dni,171664
2012,2,dni,205132
2012,3,dni,116311
2012,4,dni,200170
2012,5,dni,184112
2012,6,dni,195601
2012,7,dni,194825
2012,8,dni,210729
2012,9,dni,220910
2012,10,dni,216696
2012,11,dni,178286
2012,12,dni,208998
2013,1,dni,223314
2013,2,dni,164351
2013,3,dni,146019
2013,4,dni,217374
2013,5,dni,186606
2013,6,dni,188404
2013,7,dni,208952
2013,8,dni,240543
2013,9,dni,198428
2013,10,dni,173878
2013,11,dni,145777
2013,12,dni,174515
2014,1,dni,148936
2014,2,dni,109326
2014,3,dni,221524
2014,4,dni,162047
2014,5,dni,209724
2014,6,dni,211625
2014,7,dni,221969
2014,8,dni,245789
2014,9,dni,246464
2014,10,dni,262821
2014,11,dni,172980
2014,12,dni,167359
2015,1,dni,122273
2015,2,dni,174843
2015,3,dni,212873
2015,4,dni,230696
2015,5,dni,198226
2015,6,dni,209168
2015,7,dni,215706
2015,8,dni,223204
2015,9,dni,226147
2015,10,dni,211832
2015,11,dni,195808
2015,12,dni,107483
2016,1,dni,197770
2016,2,dni,184219
2016,3,dni,156417
2016,4,dni,202759
2016,5,dni,173984
2016,6,dni,182986
2016,7,dni,200941
2016,8,dni,196841
2016,9,dni,157124
2016,10,dni,241490
2016,11,dni,237406
2016,12,dni,215050
2017,1,dni,178704
2017,2,dni,171226
2017,3,dni,220668
2017,4,dni,213960
2017,5,dni,224999
2017,6,dni,207207
2017,7,dni,215699
2017,8,dni,245553
2017,9,dni,240188
2017,10,dni,244899
2017,11,dni,230256
2017,12,dni,274083
2018,1,dni,170300
2018,2,dni,180093
2018,3,dni,239977
2018,4,dni,242157
2018,5,dni,237266
2018,6,dni,213975
2018,7,dni,225925
2018,8,dni,0
