year,month,radiationtype,radiation
2008,1,dni,159795
2008,2,dni,52134
2008,3,dni,150580
2008,4,dni,225176
2008,5,dni,257146
2008,6,dni,201733
2008,7,dni,254036
2008,8,dni,237372
2008,9,dni,216467
2008,10,dni,203094
2008,11,dni,145422
2008,12,dni,121388
2009,1,dni,122851
2009,2,dni,83406
2009,3,dni,217775
2009,4,dni,218716
2009,5,dni,207399
2009,6,dni,216507
2009,7,dni,231261
2009,8,dni,240218
2009,9,dni,190508
2009,10,dni,250200
2009,11,dni,108664
2009,12,dni,157176
2010,1,dni,130434
2010,2,dni,156180
2010,3,dni,230799
2010,4,dni,177008
2010,5,dni,134551
2010,6,dni,214226
2010,7,dni,169414
2010,8,dni,207294
2010,9,dni,160597
2010,10,dni,179544
2010,11,dni,233675
2010,12,dni,156535
2011,1,dni,117335
2011,2,dni,70765
2011,3,dni,92582
2011,4,dni,193103
2011,5,dni,241065
2011,6,dni,242406
2011,7,dni,221273
2011,8,dni,255372
2011,9,dni,241497
2011,10,dni,190754
2011,11,dni,189951
2011,12,dni,208429
2012,1,dni,140651
2012,2,dni,192766
2012,3,dni,112270
2012,4,dni,218052
2012,5,dni,228321
2012,6,dni,198772
2012,7,dni,201180
2012,8,dni,213346
2012,9,dni,213888
2012,10,dni,214376
2012,11,dni,203483
2012,12,dni,183553
2013,1,dni,182353
2013,2,dni,131785
2013,3,dni,166358
2013,4,dni,204865
2013,5,dni,171779
2013,6,dni,174034
2013,7,dni,245299
2013,8,dni,265340
2013,9,dni,231227
2013,10,dni,192372
2013,11,dni,154266
2013,12,dni,119850
2014,1,dni,165984
2014,2,dni,127889
2014,3,dni,200548
2014,4,dni,193925
2014,5,dni,200736
2014,6,dni,227744
2014,7,dni,217481
2014,8,dni,267454
2014,9,dni,239596
2014,10,dni,217076
2014,11,dni,117626
2014,12,dni,174540
2015,1,dni,124441
2015,2,dni,182592
2015,3,dni,192640
2015,4,dni,209614
2015,5,dni,223899
2015,6,dni,225627
2015,7,dni,229949
2015,8,dni,232722
2015,9,dni,246290
2015,10,dni,169644
2015,11,dni,220402
2015,12,dni,149867
2016,1,dni,149013
2016,2,dni,148201
2016,3,dni,155874
2016,4,dni,206309
2016,5,dni,161310
2016,6,dni,197810
2016,7,dni,197541
2016,8,dni,180838
2016,9,dni,185089
2016,10,dni,220654
2016,11,dni,217829
2016,12,dni,139913
2017,1,dni,125105
2017,2,dni,185673
2017,3,dni,206041
2017,4,dni,202991
2017,5,dni,234182
2017,6,dni,224806
2017,7,dni,228027
2017,8,dni,258224
2017,9,dni,256612
2017,10,dni,253107
2017,11,dni,206210
2017,12,dni,218288
2018,1,dni,163552
2018,2,dni,163454
2018,3,dni,235934
2018,4,dni,246783
2018,5,dni,245039
2018,6,dni,230154
2018,7,dni,237288
2018,8,dni,0
