ts,radiation
2008-01-31,145896
2008-02-29,47703
2008-03-31,156016
2008-04-30,211163
2008-05-31,248212
2008-06-30,197380
2008-07-31,234383
2008-08-31,228042
2008-09-30,208056
2008-10-31,217240
2008-11-30,148449
2008-12-31,104690
2009-01-31,118206
2009-02-28,84575
2009-03-31,235866
2009-04-30,212612
2009-05-31,198038
2009-06-30,222910
2009-07-31,225835
2009-08-31,229081
2009-09-30,218735
2009-10-31,259132
2009-11-30,111934
2009-12-31,144144
2010-01-31,120449
2010-02-28,161171
2010-03-31,187581
2010-04-30,153944
2010-05-31,141576
2010-06-30,218625
2010-07-31,179880
2010-08-31,209462
2010-09-30,181417
2010-10-31,155630
2010-11-30,219580
2010-12-31,131379
2011-01-31,111487
2011-02-28,85750
2011-03-31,87533
2011-04-30,166636
2011-05-31,239153
2011-06-30,234407
2011-07-31,227165
2011-08-31,232662
2011-09-30,261693
2011-10-31,216473
2011-11-30,164121
2011-12-31,153954
2012-01-31,150298
2012-02-29,187058
2012-03-31,112801
2012-04-30,206570
2012-05-31,205324
2012-06-30,201827
2012-07-31,205175
2012-08-31,214941
2012-09-30,238830
2012-10-31,251321
2012-11-30,176553
2012-12-31,209950
2013-01-31,212957
2013-02-28,129313
2013-03-31,159486
2013-04-30,203544
2013-05-31,179704
2013-06-30,181874
2013-07-31,226186
2013-08-31,253806
2013-09-30,221979
2013-10-31,203496
2013-11-30,143636
2013-12-31,129255
2014-01-31,158934
2014-02-28,102419
2014-03-31,207321
2014-04-30,191045
2014-05-31,197270
2014-06-30,221573
2014-07-31,215598
2014-08-31,261845
2014-09-30,260480
2014-10-31,255507
2014-11-30,161895
2014-12-31,143526
2015-01-31,123847
2015-02-28,175016
2015-03-31,196031
2015-04-30,223948
2015-05-31,206645
2015-06-30,206899
2015-07-31,215493
2015-08-31,233751
2015-09-30,266126
2015-10-31,206792
2015-11-30,200392
2015-12-31,137863
2016-01-31,166233
2016-02-29,169335
2016-03-31,143497
2016-04-30,210707
2016-05-31,172310
2016-06-30,202125
2016-07-31,217594
2016-08-31,192905
2016-09-30,195939
2016-10-31,240105
2016-11-30,231404
2016-12-31,171955
2017-01-31,146962
2017-02-28,173360
2017-03-31,193726
2017-04-30,210210
2017-05-31,238220
2017-06-30,223192
2017-07-31,228308
2017-08-31,259789
2017-09-30,245154
2017-10-31,250799
2017-11-30,236782
2017-12-31,255933
2018-01-31,152509
2018-02-28,168741
2018-03-31,239204
2018-04-30,246598
2018-05-31,241332
2018-06-30,229160
2018-07-31,243658
