ts,radiation
2008-01-31,266563
2008-02-29,212024
2008-03-31,216363
2008-04-30,197496
2008-05-31,218338
2008-06-30,161816
2008-07-31,177358
2008-08-31,189788
2008-09-30,204495
2008-10-31,267287
2008-11-30,173636
2008-12-31,251880
2009-01-31,200700
2009-02-28,210563
2009-03-31,242824
2009-04-30,213448
2009-05-31,185264
2009-06-30,175590
2009-07-31,182989
2009-08-31,188980
2009-09-30,205967
2009-10-31,270822
2009-11-30,165444
2009-12-31,238826
2010-01-31,235993
2010-02-28,156486
2010-03-31,237989
2010-04-30,184766
2010-05-31,196154
2010-06-30,163656
2010-07-31,138953
2010-08-31,190040
2010-09-30,181089
2010-10-31,225656
2010-11-30,212152
2010-12-31,257284
2011-01-31,274538
2011-02-28,241182
2011-03-31,184222
2011-04-30,241643
2011-05-31,213302
2011-06-30,189733
2011-07-31,183944
2011-08-31,214495
2011-09-30,251975
2011-10-31,254192
2011-11-30,187295
2011-12-31,250136
2012-01-31,220682
2012-02-29,233964
2012-03-31,202152
2012-04-30,204438
2012-05-31,168669
2012-06-30,145399
2012-07-31,154302
2012-08-31,181118
2012-09-30,215562
2012-10-31,250569
2012-11-30,234541
2012-12-31,241807
2013-01-31,307377
2013-02-28,185523
2013-03-31,215137
2013-04-30,213078
2013-05-31,187445
2013-06-30,136849
2013-07-31,193396
2013-08-31,222114
2013-09-30,256284
2013-10-31,300804
2013-11-30,259812
2013-12-31,263477
2014-01-31,309973
2014-02-28,182168
2014-03-31,225223
2014-04-30,199802
2014-05-31,176447
2014-06-30,185824
2014-07-31,190100
2014-08-31,215066
2014-09-30,251607
2014-10-31,282773
2014-11-30,222604
2014-12-31,214125
2015-01-31,259037
2015-02-28,251898
2015-03-31,255138
2015-04-30,220670
2015-05-31,163800
2015-06-30,173859
2015-07-31,191353
2015-08-31,216408
2015-09-30,249799
2015-10-31,285176
2015-11-30,270998
2015-12-31,214311
2016-01-31,235588
2016-02-29,244435
2016-03-31,172552
2016-04-30,201861
2016-05-31,156143
2016-06-30,112447
2016-07-31,164408
2016-08-31,154548
2016-09-30,149595
2016-10-31,251127
2016-11-30,261833
2016-12-31,218946
2017-01-31,269279
2017-02-28,276444
2017-03-31,242683
2017-04-30,191653
2017-05-31,202765
2017-06-30,168177
2017-07-31,174140
2017-08-31,222896
2017-09-30,230636
2017-10-31,273420
2017-11-30,247243
2017-12-31,300806
2018-01-31,305118
2018-02-28,251918
2018-03-31,225717
2018-04-30,238127
2018-05-31,197602
2018-06-30,156233
2018-07-31,192407
