"year","month","radiationtype","radiation"
"2014","06","dni","202483"
"2013","06","dni","106586"
"2014","03","ghi","207731"
"2016","08","dni","197386"
"2018","06","dni","184514"
"2009","03","dni","232549"
"2016","06","dni","136410"
"2015","08","dni","223154"
"2011","07","dni","177634"
"2010","05","dni","214819"
"2008","04","ghi","139233"
"2013","08","dni","243865"
"2012","10","ghi","228492"
"2012","01","ghi","180342"
"2016","07","dni","168474"
"2013","07","dni","223605"
"2008","08","ghi","165279"
"2010","03","ghi","202684"
"2008","09","dni","228136"
"2012","02","ghi","208765"
"2018","07","dni","226056"
"2008","11","dni","276683"
"2010","06","dni","178374"
"2017","11","dni","305834"
"2014","05","dni","170339"
"2017","09","dni","257323"
"2012","08","dni","216160"
"2017","08","ghi","175597"
"2011","06","dni","206692"
"2011","08","dni","249214"
"2008","01","dni","218665"
"2016","09","ghi","188053"
"2015","09","ghi","200343"
"2018","05","dni","215093"
"2008","10","dni","216256"
"2008","02","dni","131686"
"2009","06","ghi","120787"
"2013","09","ghi","204632"
"2017","10","ghi","237106"
"2008","03","dni","136979"
"2011","02","dni","103655"
"2011","01","dni","153221"
"2011","10","dni","261166"
"2012","10","dni","255790"
"2010","07","ghi","127736"
"2009","12","ghi","239664"
"2014","02","dni","235526"
"2014","10","dni","256234"
"2012","05","dni","213748"
"2016","03","dni","203988"
"2010","09","ghi","183987"
"2014","08","dni","262657"
"2014","06","ghi","133408"
"2008","12","ghi","227752"
"2016","09","dni","219923"
"2016","08","ghi","159044"
"2013","09","dni","264939"
"2018","08","ghi","0"
"2010","03","dni","223591"
"2012","01","dni","137030"
"2012","02","dni","224222"
"2017","02","ghi","200323"
"2017","01","ghi","213003"
"2008","08","dni","220379"
"2009","11","dni","135676"
"2014","11","ghi","218368"
"2016","06","ghi","111531"
"2015","08","ghi","166692"
"2015","06","ghi","135928"
"2017","08","dni","234778"
"2018","06","ghi","127229"
"2009","03","ghi","198459"
"2010","12","ghi","236463"
"2015","09","dni","265164"
"2014","04","dni","218999"
"2013","06","ghi","96656"
"2012","07","ghi","139905"
"2011","12","ghi","256349"
"2009","01","dni","239626"
"2016","01","ghi","197227"
"2014","02","ghi","207876"
"2016","10","ghi","218474"
"2012","05","ghi","153423"
"2016","02","ghi","199549"
"2018","01","ghi","222156"
"2014","01","ghi","224010"
"2013","10","ghi","222659"
"2018","02","ghi","211177"
"2013","01","ghi","210003"
"2009","02","dni","138304"
"2010","07","dni","154155"
"2011","04","ghi","161311"
"2014","01","dni","224036"
"2011","12","dni","299395"
"2017","05","ghi","157237"
"2015","03","ghi","179552"
"2011","07","ghi","130979"
"2010","05","ghi","153284"
"2015","11","dni","256806"
"2009","06","dni","161575"
"2017","03","dni","221471"
"2013","08","ghi","175925"
"2015","10","dni","246579"
"2013","01","dni","188046"
"2017","12","ghi","246529"
"2013","10","dni","249882"
"2018","02","dni","240535"
"2016","01","dni","183186"
"2016","10","dni","235551"
"2013","02","dni","181887"
"2016","02","dni","235163"
"2018","01","dni","231921"
"2012","04","ghi","172652"
"2012","12","dni","157153"
"2011","11","ghi","235477"
"2016","12","ghi","237550"
"2017","05","dni","225547"
"2015","12","ghi","242097"
"2016","12","dni","243565"
"2014","04","ghi","174649"
"2013","05","dni","156555"
"2014","12","dni","293733"
"2017","06","ghi","132463"
"2012","06","dni","167016"
"2010","02","dni","238214"
"2009","09","ghi","197802"
"2016","05","dni","162671"
"2010","10","dni","254124"
"2015","05","dni","130971"
"2017","02","dni","212545"
"2012","12","ghi","200337"
"2009","11","ghi","126312"
"2011","03","ghi","178593"
