"year","month","radiationtype","radiation"
"2015","10","dni","252142"
"2016","01","dni","178291"
"2013","02","dni","170661"
"2012","12","dni","213207"
"2013","10","dni","238068"
"2016","02","dni","114605"
"2018","02","dni","181896"
"2012","04","ghi","174888"
"2016","10","dni","261368"
"2018","01","dni","143547"
"2015","03","dni","165648"
"2013","03","dni","138446"
"2009","07","ghi","162017"
"2008","12","dni","134720"
"2008","05","dni","225253"
"2018","08","dni","0"
"2009","04","ghi","170619"
"2008","02","ghi","115169"
"2013","05","ghi","161083"
"2018","05","ghi","169686"
"2012","08","ghi","176159"
"2008","01","ghi","145576"
"2009","12","dni","173569"
"2014","12","ghi","185251"
"2017","09","ghi","204893"
"2016","05","ghi","152985"
"2011","06","ghi","158296"
"2012","09","dni","216560"
"2010","10","ghi","200736"
"2014","10","ghi","236982"
"2015","01","dni","123233"
"2011","05","ghi","175358"
"2008","07","dni","172991"
"2009","10","dni","234186"
"2015","02","dni","168924"
"2016","08","dni","202661"
"2018","06","dni","202688"
"2014","06","dni","159277"
"2014","03","ghi","180459"
"2013","06","dni","185402"
"2015","08","dni","227974"
"2009","03","dni","205920"
"2016","06","dni","170973"
"2013","08","dni","239975"
"2010","05","dni","202728"
"2008","04","ghi","157023"
"2011","07","dni","219209"
"2009","02","ghi","124555"
"2009","01","ghi","131012"
"2008","07","ghi","140011"
"2009","10","ghi","215401"
"2010","12","ghi","179107"
"2014","04","dni","172465"
"2015","09","dni","204425"
"2012","07","ghi","151142"
"2009","03","ghi","195371"
"2013","06","ghi","147642"
"2015","08","ghi","179918"
"2016","06","ghi","140520"
"2018","06","ghi","150862"
"2015","06","ghi","140976"
"2017","08","dni","242481"
"2014","11","ghi","220893"
"2009","11","dni","136986"
"2010","06","ghi","148627"
"2014","07","ghi","164057"
"2018","07","ghi","163653"
"2008","04","dni","187338"
"2013","07","ghi","158082"
"2016","07","ghi","150607"
"2008","11","ghi","199697"
"2009","07","dni","219604"
"2016","11","ghi","226426"
"2013","04","dni","185111"
"2015","04","dni","196127"
"2009","08","ghi","182967"
"2013","11","ghi","173869"
"2015","11","ghi","204873"
"2012","03","dni","100931"
"2011","03","dni","99388"
"2018","04","dni","247401"
"2016","04","dni","229679"
"2017","03","ghi","197324"
"2014","09","ghi","203806"
"2009","09","dni","215894"
"2017","06","dni","183979"
"2015","04","ghi","174706"
"2011","09","dni","233868"
"2009","05","dni","165722"
"2008","10","ghi","222938"
"2015","12","dni","111249"
"2017","04","dni","249482"
"2012","11","dni","261528"
"2011","08","ghi","179257"
"2014","05","ghi","165775"
"2012","03","ghi","141384"
"2017","11","ghi","231234"
"2012","06","dni","195405"
"2014","04","ghi","170190"
"2010","02","dni","108046"
"2014","12","dni","139027"
"2013","05","dni","189404"
"2016","05","dni","178849"
"2015","05","dni","191199"
"2009","09","ghi","192301"
"2016","12","dni","226524"
"2017","06","ghi","144602"
"2010","10","dni","184043"
"2013","04","ghi","171401"
"2009","04","dni","193304"
"2011","11","dni","199062"
"2010","01","dni","71843"
"2009","11","ghi","125440"
"2013","12","dni","223986"
"2011","03","ghi","142676"
"2018","04","ghi","195117"
"2016","04","ghi","185390"
"2016","11","dni","250106"
"2010","12","dni","136315"
"2016","03","ghi","149361"
"2014","11","dni","230430"
"2014","08","ghi","178851"
"2017","07","ghi","164442"
"2012","07","dni","175173"
"2015","06","dni","166046"
"2014","09","dni","238939"
"2013","11","dni","136844"
"2010","04","ghi","157764"
"2013","03","ghi","173164"
"2009","08","dni","233975"
"2018","03","ghi","183721"
"2008","05","ghi","170655"
"2011","09","ghi","203878"
"2017","12","dni","264014"
"2012","04","dni","180899"
"2011","05","dni","236280"
"2009","05","ghi","147706"
"2017","04","ghi","196047"
"2012","11","ghi","231136"
"2012","09","ghi","195941"
"2008","09","ghi","191101"
"2015","07","ghi","159881"
"2010","04","dni","140184"
"2010","11","ghi","185419"
"2017","07","dni","223711"
"2014","03","dni","162346"
"2018","03","dni","169852"
"2016","08","ghi","173057"
"2014","06","ghi","135163"
"2016","09","dni","197001"
"2013","09","dni","234210"
"2008","12","ghi","179912"
"2018","08","ghi","0"
"2017","03","dni","190598"
"2013","08","ghi","187015"
"2015","03","ghi","180440"
"2010","05","ghi","165594"
"2015","11","dni","206557"
"2009","06","dni","209591"
"2011","07","ghi","163599"
