"year","month","radiationtype","radiation"
"2012","09","dni","190794"
"2009","12","dni","175168"
"2017","09","ghi","199911"
"2010","10","ghi","184614"
"2014","12","ghi","194451"
"2016","05","ghi","137384"
"2008","01","ghi","164476"
"2011","06","ghi","151391"
"2012","08","ghi","166970"
"2009","04","ghi","164755"
"2018","05","ghi","158064"
"2013","05","ghi","143021"
"2008","02","ghi","131322"
"2014","10","dni","259517"
"2009","12","ghi","203435"
"2014","02","dni","88526"
"2012","05","dni","136909"
"2011","12","dni","98201"
"2017","05","ghi","155753"
"2011","04","ghi","163225"
"2014","01","dni","131173"
"2016","02","ghi","175299"
"2016","10","ghi","219491"
"2011","12","ghi","163958"
"2009","01","dni","58635"
"2014","02","ghi","142533"
"2016","01","ghi","193659"
"2012","05","ghi","141388"
"2018","01","ghi","202012"
"2016","02","dni","155749"
"2016","10","dni","231300"
"2018","02","dni","195385"
"2013","02","dni","175427"
"2016","01","dni","171334"
"2012","12","dni","230911"
"2018","01","dni","171510"
"2013","10","dni","239742"
"2012","04","ghi","164611"
"2015","10","dni","200287"
"2017","12","ghi","252833"
"2013","01","dni","126749"
"2017","09","dni","226625"
"2012","08","dni","176693"
"2014","05","dni","160448"
"2017","11","dni","233071"
"2017","08","ghi","179172"
"2011","06","dni","201571"
"2015","09","ghi","175099"
"2011","08","dni","181805"
"2013","09","ghi","195002"
"2008","10","dni","214961"
"2018","05","dni","181568"
"2016","09","ghi","176877"
"2008","01","dni","98392"
"2008","02","dni","57103"
"2009","06","ghi","142646"
"2016","07","dni","149593"
"2008","08","ghi","160470"
"2012","01","ghi","208675"
"2013","07","dni","135772"
"2012","10","ghi","206052"
"2018","07","dni","184977"
"2012","02","ghi","173443"
"2008","11","dni","175063"
"2010","03","ghi","177917"
"2008","09","dni","180306"
"2010","06","dni","169876"
"2016","07","ghi","138996"
"2008","11","ghi","196850"
"2013","07","ghi","137697"
"2009","07","dni","197932"
"2018","07","ghi","153568"
"2014","07","ghi","154063"
"2008","04","dni","178298"
"2010","06","ghi","141895"
"2011","10","dni","214726"
"2010","07","ghi","123543"
"2011","01","dni","149967"
"2012","10","dni","200523"
"2017","10","ghi","219785"
"2008","03","dni","156059"
"2011","02","dni","127118"
"2011","08","ghi","167549"
"2017","04","dni","202863"
"2012","03","ghi","142196"
"2014","05","ghi","151806"
"2017","11","ghi","219472"
"2012","11","dni","237150"
"2015","12","dni","116825"
"2011","09","dni","217531"
"2008","10","ghi","209541"
"2015","04","ghi","170660"
"2009","05","dni","137353"
"2010","08","dni","153757"
"2008","06","dni","140300"
"2008","03","ghi","162961"
"2014","07","dni","187238"
"2011","10","ghi","210477"
"2011","01","ghi","191096"
"2011","02","ghi","162954"
"2012","12","ghi","224417"
"2017","02","dni","127482"
"2015","02","ghi","166459"
"2015","10","ghi","204830"
"2015","01","ghi","182870"
"2017","10","dni","244176"
"2013","02","ghi","190811"
"2017","01","dni","184827"
"2016","08","dni","158780"
"2014","06","dni","117170"
"2018","06","dni","159560"
"2014","03","ghi","169050"
"2013","06","dni","153336"
"2016","06","dni","125688"
"2011","07","dni","202464"
"2010","05","dni","170923"
"2015","08","dni","203783"
"2009","03","dni","212041"
"2008","04","ghi","153938"
"2013","08","dni","216868"
"2010","05","ghi","157201"
"2015","11","dni","192963"
"2011","07","ghi","159517"
"2017","03","dni","210485"
"2013","08","ghi","180544"
"2009","06","dni","175672"
"2015","03","ghi","171112"
"2016","08","ghi","157779"
"2014","06","ghi","120296"
"2008","12","ghi","181588"
"2013","09","dni","213241"
"2016","09","dni","158220"
"2018","08","ghi","0"
"2009","01","ghi","141619"
"2009","02","ghi","126185"
"2016","06","ghi","125928"
"2018","06","ghi","138315"
"2015","08","ghi","173854"
"2017","08","dni","215781"
"2009","11","dni","125062"
"2014","11","ghi","215983"
"2015","06","ghi","124477"
"2009","03","ghi","197787"
"2015","09","dni","163446"
"2010","12","ghi","190437"
"2014","04","dni","152950"
"2012","07","ghi","139959"
"2013","06","ghi","137868"
"2010","08","ghi","158437"
"2008","06","ghi","127215"
"2015","07","dni","179769"
"2010","11","dni","105008"
"2010","09","dni","170234"
"2018","02","ghi","199262"
"2013","01","ghi","172372"
"2009","02","dni","69387"
"2013","10","ghi","222903"
"2010","07","dni","101911"
"2014","01","ghi","182581"
"2012","02","dni","134985"
"2008","08","dni","172567"
"2017","01","ghi","207590"
"2017","02","ghi","166581"
"2012","01","dni","189226"
"2010","03","dni","155286"
"2015","07","ghi","150532"
"2008","09","ghi","179804"
"2010","04","dni","90302"
"2016","03","dni","135631"
"2014","08","dni","177188"
"2010","09","ghi","177096"
"2013","03","dni","124437"
"2008","12","dni","143700"
"2009","07","ghi","155873"
"2008","05","dni","187730"
"2015","03","dni","157219"
"2018","08","dni","0"
"2017","05","dni","178365"
"2011","11","ghi","200163"
"2016","12","ghi","211531"
"2015","12","ghi","164574"
"2012","06","ghi","144829"
"2010","01","ghi","135227"
"2013","12","ghi","229762"
"2010","02","ghi","170392"
"2011","04","dni","157014"
"2015","05","ghi","135710"
"2014","03","dni","132171"
"2010","11","ghi","170773"
"2017","07","dni","167457"
"2018","03","dni","145819"
"2008","07","ghi","133499"
"2009","10","ghi","209819"
"2011","05","ghi","162871"
"2015","02","dni","129344"
"2008","07","dni","156200"
"2009","10","dni","213550"
"2014","10","ghi","229434"
"2015","01","dni","124197"
"2009","08","dni","214559"
"2018","03","ghi","174747"
"2008","05","ghi","159804"
"2016","03","ghi","160907"
"2010","12","dni","144181"
"2013","03","ghi","167726"
"2014","08","ghi","166210"
"2012","07","dni","142228"
"2014","11","dni","220649"
"2016","11","dni","242377"
"2013","11","dni","132067"
"2017","07","ghi","146642"
"2015","06","dni","115140"
"2014","09","dni","231379"
"2010","04","ghi","136261"
"2009","09","ghi","187132"
"2012","06","dni","178851"
"2014","12","dni","146589"
"2010","10","dni","151215"
"2016","05","dni","133994"
"2014","04","ghi","160639"
"2010","02","dni","133857"
"2016","12","dni","202718"
"2017","06","ghi","131517"
"2015","05","dni","164646"
"2013","05","dni","133171"
"2011","03","ghi","170110"
"2010","01","dni","64084"
"2013","12","dni","243740"
"2011","11","dni","183671"
"2009","04","dni","168180"
"2009","11","ghi","121972"
"2016","04","ghi","160428"
"2013","04","ghi","167083"
"2018","04","ghi","188262"
"2011","05","dni","192433"
"2012","09","ghi","185177"
"2017","04","ghi","181280"
"2012","11","ghi","221413"
"2012","04","dni","160168"
"2009","05","ghi","137248"
"2011","09","ghi","196397"
"2017","12","dni","304126"
"2015","11","ghi","202083"
"2011","03","dni","134777"
"2012","03","dni","87959"
"2009","08","ghi","176460"
"2013","11","ghi","175215"
"2016","11","ghi","226992"
"2015","04","dni","177099"
"2016","04","dni","153161"
"2018","04","dni","221878"
"2013","04","dni","165103"
"2009","09","dni","205033"
"2017","06","dni","146070"
"2017","03","ghi","206821"
"2014","09","ghi","199876"
