"year","month","radiationtype","radiation"
"2018","06","ghi","129230"
"2016","06","ghi","119272"
"2017","08","dni","212041"
"2013","06","ghi","125565"
"2009","03","ghi","186338"
"2015","06","ghi","106379"
"2014","11","ghi","220970"
"2009","11","dni","118569"
"2015","08","ghi","165513"
"2015","02","ghi","180298"
"2015","01","ghi","195004"
"2017","01","dni","205254"
"2011","08","dni","167991"
"2008","10","dni","217303"
"2008","02","dni","95529"
"2016","09","ghi","168470"
"2009","02","ghi","117252"
"2009","01","ghi","127966"
"2008","10","ghi","212691"
"2011","11","dni","205980"
"2011","03","ghi","138202"
"2010","01","dni","83592"
"2018","04","ghi","164785"
"2013","04","ghi","144410"
"2013","12","dni","261387"
"2016","04","ghi","151797"
"2009","11","ghi","119478"
"2009","04","dni","168134"
"2008","06","dni","143494"
"2014","07","dni","188493"
"2011","02","ghi","155927"
"2017","12","dni","304056"
"2017","02","dni","216303"
"2012","12","ghi","230349"
"2014","07","ghi","143400"
"2018","07","ghi","145602"
"2008","04","dni","179162"
"2010","06","ghi","128712"
"2009","07","dni","205491"
"2008","11","ghi","194371"
"2013","07","ghi","123876"
"2013","02","ghi","177071"
"2017","10","dni","213173"
"2015","10","ghi","208450"
"2011","08","ghi","154005"
"2017","11","ghi","223345"
"2015","12","dni","201053"
"2017","04","dni","190930"
"2012","11","dni","240719"
"2012","03","ghi","141079"
"2014","05","ghi","139938"
"2011","09","dni","209373"
"2015","04","ghi","157984"
"2009","05","dni","123130"
"2012","01","dni","171711"
"2014","10","ghi","225081"
"2015","01","dni","157387"
"2008","07","dni","145029"
"2009","10","dni","229436"
"2011","05","dni","182697"
"2012","04","dni","157569"
"2012","11","ghi","224924"
"2017","04","ghi","167386"
"2012","09","ghi","179307"
"2011","09","ghi","188606"
"2009","05","ghi","122053"
"2016","07","ghi","129452"
"2015","02","dni","158589"
"2011","05","ghi","146533"
"2010","03","dni","110870"
"2008","08","dni","176727"
"2017","01","ghi","211220"
"2017","02","ghi","203251"
"2012","02","dni","129497"
"2010","04","dni","99651"
"2015","07","ghi","133145"
"2008","09","ghi","169270"
"2018","03","dni","162602"
"2017","07","dni","175343"
"2014","03","dni","125752"
"2010","11","ghi","141077"
"2009","08","dni","198860"
"2008","05","ghi","139230"
"2018","03","ghi","172965"
"2014","11","dni","226193"
"2014","09","dni","200804"
"2016","11","dni","282416"
"2017","07","ghi","139968"
"2013","11","dni","130748"
"2013","03","ghi","173423"
"2010","04","ghi","129679"
"2015","06","dni","94847"
"2010","12","dni","105649"
"2016","03","ghi","145007"
"2014","08","ghi","162289"
"2012","07","dni","120168"
