"year","month","radiationtype","radiation"
"2011","02","dni","111737"
"2013","05","ghi","120130"
"2016","03","dni","121283"
"2014","08","dni","186594"
"2010","09","ghi","151319"
"2008","05","dni","158086"
"2013","03","dni","149783"
"2017","05","dni","158974"
"2011","10","dni","182381"
"2010","07","ghi","117338"
"2011","01","dni","141978"
"2012","10","dni","217498"
"2017","10","ghi","205370"
"2008","03","dni","109001"
"2017","09","ghi","196899"
"2014","12","ghi","228910"
"2009","12","dni","223062"
"2011","06","ghi","126981"
"2016","05","ghi","133272"
"2010","10","ghi","183684"
"2008","01","ghi","173684"
"2012","09","dni","185654"
"2008","02","ghi","145667"
"2012","08","ghi","154535"
"2009","04","ghi","155009"
"2018","05","ghi","144537"
"2010","03","ghi","158584"
"2008","09","dni","165149"
"2008","11","dni","179413"
"2010","06","dni","166437"
"2017","05","ghi","137835"
"2011","12","dni","154598"
"2014","01","dni","169685"
"2011","04","ghi","148252"
"2012","05","dni","117482"
"2014","10","dni","249728"
"2009","12","ghi","224366"
"2014","02","dni","108026"
"2014","06","ghi","111213"
"2016","09","dni","153863"
"2018","08","ghi","0"
"2013","08","ghi","172132"
"2017","03","dni","185875"
"2015","11","dni","209208"
"2011","07","ghi","144700"
"2010","05","ghi","142146"
"2015","03","ghi","188985"
"2015","10","dni","206287"
"2009","07","ghi","146771"
"2008","12","dni","189278"
"2015","03","dni","195942"
"2018","08","dni","0"
"2010","08","ghi","134324"
"2010","09","dni","120609"
"2015","07","dni","160970"
"2008","06","ghi","118838"
"2010","11","dni","67647"
"2011","11","ghi","215707"
"2016","12","ghi","238071"
"2015","12","ghi","212077"
"2015","05","ghi","121464"
"2010","02","ghi","156411"
"2013","12","ghi","243072"
"2010","01","ghi","149684"
"2012","06","ghi","112714"
"2011","04","dni","143424"
"2018","01","dni","202684"
"2012","04","ghi","156206"
"2013","10","dni","215784"
"2016","01","dni","182099"
"2016","10","dni","241736"
"2017","12","ghi","257537"
"2013","01","dni","198432"
"2009","06","dni","187047"
"2018","07","dni","192010"
"2012","02","ghi","169798"
"2013","09","dni","212671"
"2008","12","ghi","212615"
"2016","08","ghi","148073"
"2013","02","dni","147366"
"2016","02","dni","164695"
"2018","02","dni","174590"
"2012","12","dni","244688"
"2013","07","dni","124614"
"2012","10","ghi","214498"
"2016","07","dni","153586"
"2008","08","ghi","154931"
"2012","01","ghi","200243"
"2012","05","ghi","121568"
"2016","01","ghi","197650"
"2016","02","ghi","176098"
"2014","02","ghi","154471"
"2009","01","dni","42918"
"2017","03","ghi","187892"
"2013","08","dni","211034"
"2009","03","dni","198109"
"2010","05","dni","165091"
"2008","04","ghi","147978"
"2018","06","dni","165786"
"2011","07","dni","197089"
"2016","06","dni","140178"
"2015","08","dni","197143"
"2013","01","ghi","205997"
"2014","01","ghi","201433"
"2010","07","dni","114129"
"2018","01","ghi","213120"
"2011","12","ghi","195529"
"2016","10","ghi","221103"
"2009","02","dni","74978"
"2013","10","ghi","211444"
"2018","02","ghi","178790"
"2011","03","dni","89360"
"2018","04","dni","179606"
"2015","11","ghi","210660"
"2016","11","ghi","243209"
"2013","11","ghi","180462"
"2009","08","ghi","166136"
"2016","04","dni","151900"
"2015","04","dni","163766"
"2013","04","dni","130077"
"2012","03","dni","99648"
"2009","09","dni","204773"
"2014","09","ghi","185598"
"2017","06","dni","155331"
"2013","06","dni","154683"
"2016","08","dni","153249"
"2014","06","dni","124057"
"2014","03","ghi","160163"
"2014","04","dni","136626"
"2015","09","dni","208510"
"2010","12","ghi","166700"
"2012","07","ghi","117858"
"2017","09","dni","235016"
"2017","11","dni","239268"
"2012","08","dni","162350"
"2017","08","ghi","172328"
"2013","09","ghi","191307"
"2008","01","dni","119181"
"2015","09","ghi","186820"
"2018","05","dni","167947"
"2009","06","ghi","133659"
"2014","04","ghi","147790"
"2014","12","dni","225747"
"2017","06","ghi","126812"
"2016","05","dni","145707"
"2012","06","dni","121774"
"2013","05","dni","103561"
"2011","06","dni","168320"
"2014","05","dni","154941"
"2010","10","dni","154240"
"2009","09","ghi","183039"
"2015","05","dni","147441"
"2016","12","dni","257726"
"2010","02","dni","112109"
"2008","07","ghi","117120"
"2009","10","ghi","216370"
"2011","10","ghi","193089"
"2011","01","ghi","191221"
"2010","08","dni","128608"
"2008","03","ghi","135757"
