"year","month","radiationtype","radiation"
"2013","10","ghi","231562"
"2018","02","ghi","211756"
"2009","02","dni","210563"
"2013","09","ghi","187929"
"2008","01","dni","266563"
"2018","05","dni","197602"
"2009","06","ghi","109364"
"2015","09","ghi","182955"
"2013","09","dni","256284"
"2016","08","ghi","128798"
"2008","12","ghi","232356"
"2011","07","ghi","118350"
"2010","05","ghi","128143"
"2017","03","dni","242683"
"2015","11","dni","270998"
"2013","08","ghi","151323"
"2015","03","ghi","198737"
"2009","06","dni","175590"
"2009","12","ghi","229699"
"2014","02","dni","182168"
"2012","05","dni","168669"
"2014","10","dni","282773"
"2011","04","ghi","165988"
"2017","05","ghi","133125"
"2014","01","dni","309973"
"2011","12","dni","250136"
"2010","07","dni","138953"
"2013","01","ghi","256353"
"2014","01","ghi","256730"
"2018","01","ghi","256860"
"2016","10","ghi","214753"
"2011","12","ghi","232889"
"2014","02","ghi","183163"
"2012","05","ghi","123807"
"2016","01","ghi","215333"
"2009","01","dni","200700"
"2016","02","ghi","201255"
"2011","06","dni","189733"
"2014","05","dni","176447"
"2017","08","ghi","154448"
"2012","08","dni","181118"
"2017","09","dni","230636"
"2017","11","dni","247243"
"2016","09","ghi","143597"
"2008","02","dni","212024"
"2011","08","dni","214495"
"2008","10","dni","267287"
"2008","03","dni","216363"
"2017","10","ghi","224094"
"2011","02","dni","241182"
"2012","02","ghi","207991"
"2018","07","dni","192407"
"2008","09","dni","204495"
"2010","03","ghi","191589"
"2010","06","dni","163656"
"2008","11","dni","173636"
"2012","10","ghi","219177"
"2013","07","dni","193396"
"2016","09","dni","149595"
"2014","06","ghi","112671"
"2018","08","ghi","0"
"2008","01","ghi","244230"
"2010","10","ghi","201881"
"2012","09","dni","215562"
"2013","05","ghi","126430"
"2017","02","dni","276444"
"2012","12","ghi","236307"
"2017","10","dni","273420"
"2013","02","ghi","184461"
"2015","10","ghi","226314"
"2010","09","ghi","157125"
"2016","03","dni","172552"
"2014","08","dni","215066"
"2008","12","dni","251880"
"2015","03","dni","255138"
"2009","07","ghi","118714"
"2018","08","dni","0"
"2017","12","ghi","258431"
"2013","01","dni","307377"
"2013","10","dni","300804"
"2012","04","ghi","154041"
"2016","01","dni","235588"
"2018","01","dni","305118"
"2016","10","dni","251127"
"2015","10","dni","285176"
"2017","05","dni","202765"
"2015","12","ghi","217179"
"2011","11","ghi","193706"
"2016","12","ghi","220031"
"2013","12","ghi","241062"
"2015","05","ghi","106560"
"2010","02","ghi","165269"
"2010","09","dni","181089"
"2008","06","ghi","100961"
"2015","07","dni","191353"
"2010","11","dni","212152"
"2010","07","ghi","101777"
"2011","10","dni","254192"
"2011","01","dni","274538"
"2012","01","ghi","219708"
"2016","07","dni","164408"
"2008","08","ghi","138934"
"2009","04","ghi","155037"
"2008","02","ghi","197489"
"2018","05","ghi","132209"
"2012","08","ghi","144037"
"2009","12","dni","238826"
"2014","12","ghi","219036"
"2016","05","ghi","116432"
"2011","06","ghi","114259"
"2017","09","ghi","177625"
"2017","01","dni","269279"
"2015","02","ghi","211199"
"2015","01","ghi","237291"
"2012","10","dni","250569"
"2013","03","dni","215137"
"2008","05","dni","218338"
"2018","02","dni","251918"
"2013","02","dni","185523"
"2016","02","dni","244435"
"2012","12","dni","241807"
"2011","04","dni","241643"
"2010","01","ghi","228715"
"2012","06","ghi","102535"
"2010","08","ghi","134924"
"2009","02","ghi","185418"
"2009","01","ghi","207679"
"2010","05","dni","196154"
"2009","03","dni","242824"
"2008","04","ghi","136102"
"2013","08","dni","222114"
"2011","07","dni","183944"
"2015","08","dni","216408"
"2016","06","dni","112447"
"2016","08","dni","154548"
"2014","06","dni","185824"
"2014","03","ghi","191493"
"2013","06","dni","136849"
"2018","06","dni","156233"
"2011","09","dni","251975"
"2015","04","ghi","156445"
"2009","05","dni","185264"
"2015","12","dni","214311"
"2011","08","ghi","150211"
"2017","04","dni","191653"
"2017","11","ghi","228170"
"2012","11","dni","234541"
"2014","05","ghi","125312"
"2012","03","ghi","176462"
"2008","07","dni","177358"
"2009","10","dni","270822"
"2017","01","ghi","243814"
"2008","08","dni","189788"
"2016","11","ghi","234695"
"2013","11","ghi","232400"
"2018","04","dni","238127"
"2015","11","ghi","228924"
"2011","03","dni","184222"
"2017","03","ghi","201417"
"2016","07","ghi","117550"
"2013","07","ghi","123376"
"2008","11","ghi","185788"
"2009","07","dni","182989"
"2008","07","ghi","115983"
"2009","10","ghi","221508"
"2008","10","ghi","218260"
"2015","02","dni","251898"
"2011","05","ghi","135216"
"2014","10","ghi","229708"
"2015","01","dni","259037"
"2017","02","ghi","221091"
"2012","02","dni","233964"
"2010","03","dni","237989"
"2012","01","dni","220682"
"2017","06","dni","168177"
"2014","09","ghi","185766"
"2009","09","dni","205967"
"2013","04","dni","213078"
"2009","08","ghi","142146"
"2016","04","dni","201861"
"2015","04","dni","220670"
"2012","03","dni","202152"
"2008","04","dni","197496"
"2014","07","ghi","120876"
"2018","07","ghi","124571"
"2010","06","ghi","106083"
"2013","04","ghi","157063"
"2011","11","dni","187295"
"2013","12","dni","263477"
"2010","01","dni","235993"
"2018","04","ghi","165833"
"2011","03","ghi","168611"
"2010","10","dni","225656"
"2010","02","dni","156486"
"2015","05","dni","163800"
"2016","12","dni","218946"
"2009","09","ghi","163820"
"2009","04","dni","213448"
"2016","04","ghi","152164"
"2009","11","ghi","138483"
"2016","05","dni","156143"
"2013","05","dni","187445"
"2014","12","dni","214125"
"2014","04","ghi","153950"
"2017","06","ghi","109919"
"2012","06","dni","145399"
"2009","08","dni","188980"
"2008","05","ghi","134853"
"2018","03","ghi","190267"
"2009","05","ghi","121690"
"2012","04","dni","204438"
"2012","11","ghi","223578"
"2017","04","ghi","150078"
"2011","05","dni","213302"
"2012","09","ghi","175651"
"2017","12","dni","300806"
"2010","08","dni","190040"
"2008","03","ghi","170429"
"2011","02","ghi","207504"
"2011","10","ghi","218786"
"2011","01","ghi","240625"
"2008","06","dni","161816"
"2014","07","dni","190100"
"2015","08","ghi","148185"
"2014","11","ghi","218838"
"2009","11","dni","165444"
"2015","06","ghi","110383"
"2009","03","ghi","191988"
"2013","06","ghi","100634"
"2008","09","ghi","170496"
"2014","03","dni","225223"
"2010","11","ghi","212951"
"2017","07","dni","174140"
"2018","03","dni","225717"
"2017","08","dni","222896"
"2016","06","ghi","91425"
"2018","06","ghi","106647"
"2010","12","dni","257284"
"2016","03","ghi","156600"
"2012","07","dni","154302"
"2014","08","ghi","149046"
"2010","04","ghi","145622"
"2015","06","dni","173859"
"2013","03","ghi","188202"
"2016","11","dni","261833"
"2017","07","ghi","119487"
"2013","11","dni","259812"
"2014","11","dni","222604"
"2014","09","dni","251607"
"2011","09","ghi","182566"
"2010","04","dni","184766"
"2015","07","ghi","120611"
"2014","04","dni","199802"
"2010","12","ghi","235650"
"2012","07","ghi","112363"
"2015","09","dni","249799"
