year,month,radiationtype,radiation
2008,1,dni,188808
2008,2,dni,69838
2008,3,dni,161548
2008,4,dni,219322
2008,5,dni,248859
2008,6,dni,195577
2008,7,dni,248373
2008,8,dni,236647
2008,9,dni,212916
2008,10,dni,225368
2008,11,dni,166610
2008,12,dni,120088
2009,1,dni,126903
2009,2,dni,96275
2009,3,dni,239001
2009,4,dni,222159
2009,5,dni,204167
2009,6,dni,226266
2009,7,dni,232613
2009,8,dni,238994
2009,9,dni,202490
2009,10,dni,270203
2009,11,dni,129477
2009,12,dni,175657
2010,1,dni,140092
2010,2,dni,177362
2010,3,dni,218332
2010,4,dni,182667
2010,5,dni,136025
2010,6,dni,219614
2010,7,dni,176132
2010,8,dni,214992
2010,9,dni,172826
2010,10,dni,193996
2010,11,dni,239461
2010,12,dni,171748
2011,1,dni,157953
2011,2,dni,91344
2011,3,dni,77627
2011,4,dni,192174
2011,5,dni,235987
2011,6,dni,224954
2011,7,dni,219636
2011,8,dni,263313
2011,9,dni,268582
2011,10,dni,190432
2011,11,dni,177716
2011,12,dni,198701
2012,1,dni,157160
2012,2,dni,192832
2012,3,dni,123918
2012,4,dni,210654
2012,5,dni,215081
2012,6,dni,193062
2012,7,dni,197920
2012,8,dni,235087
2012,9,dni,236826
2012,10,dni,239045
2012,11,dni,204009
2012,12,dni,203564
2013,1,dni,210919
2013,2,dni,150722
2013,3,dni,188162
2013,4,dni,201093
2013,5,dni,170035
2013,6,dni,180661
2013,7,dni,235567
2013,8,dni,265276
2013,9,dni,252242
2013,10,dni,209571
2013,11,dni,153830
2013,12,dni,148544
2014,1,dni,171357
2014,2,dni,138164
2014,3,dni,226373
2014,4,dni,208183
2014,5,dni,201160
2014,6,dni,215683
2014,7,dni,216532
2014,8,dni,262495
2014,9,dni,261055
2014,10,dni,273997
2014,11,dni,166683
2014,12,dni,173516
2015,1,dni,125359
2015,2,dni,180527
2015,3,dni,198212
2015,4,dni,212025
2015,5,dni,210006
2015,6,dni,211523
2015,7,dni,223409
2015,8,dni,236594
2015,9,dni,264954
2015,10,dni,218643
2015,11,dni,228992
2015,12,dni,151486
2016,1,dni,167075
2016,2,dni,176316
2016,3,dni,150938
2016,4,dni,216178
2016,5,dni,153720
2016,6,dni,183485
2016,7,dni,199618
2016,8,dni,197698
2016,9,dni,201359
2016,10,dni,238367
2016,11,dni,253594
2016,12,dni,172648
2017,1,dni,139018
2017,2,dni,173022
2017,3,dni,213918
2017,4,dni,219929
2017,5,dni,221450
2017,6,dni,200896
2017,7,dni,213748
2017,8,dni,251270
2017,9,dni,264830
2017,10,dni,292629
2017,11,dni,253174
2017,12,dni,250395
2018,1,dni,185128
2018,2,dni,172243
2018,3,dni,234446
2018,4,dni,231841
2018,5,dni,229632
2018,6,dni,227935
2018,7,dni,239862
2018,8,dni,0
