year,month,radiationtype,radiation
2008,1,ghi,244230
2008,2,ghi,197489
2008,3,ghi,170429
2008,4,ghi,136102
2008,5,ghi,134853
2008,6,ghi,100961
2008,7,ghi,115983
2008,8,ghi,138934
2008,9,ghi,170496
2008,10,ghi,218260
2008,11,ghi,185788
2008,12,ghi,232356
2009,1,ghi,207679
2009,2,ghi,185418
2009,3,ghi,191988
2009,4,ghi,155037
2009,5,ghi,121690
2009,6,ghi,109364
2009,7,ghi,118714
2009,8,ghi,142146
2009,9,ghi,163820
2009,10,ghi,221508
2009,11,ghi,138483
2009,12,ghi,229699
2010,1,ghi,228715
2010,2,ghi,165269
2010,3,ghi,191589
2010,4,ghi,145622
2010,5,ghi,128143
2010,6,ghi,106083
2010,7,ghi,101777
2010,8,ghi,134924
2010,9,ghi,157125
2010,10,ghi,201881
2010,11,ghi,212951
2010,12,ghi,235650
2011,1,ghi,240625
2011,2,ghi,207504
2011,3,ghi,168611
2011,4,ghi,165988
2011,5,ghi,135216
2011,6,ghi,114259
2011,7,ghi,118350
2011,8,ghi,150211
2011,9,ghi,182566
2011,10,ghi,218786
2011,11,ghi,193706
2011,12,ghi,232889
2012,1,ghi,219708
2012,2,ghi,207991
2012,3,ghi,176462
2012,4,ghi,154041
2012,5,ghi,123807
2012,6,ghi,102535
2012,7,ghi,112363
2012,8,ghi,144037
2012,9,ghi,175651
2012,10,ghi,219177
2012,11,ghi,223578
2012,12,ghi,236307
2013,1,ghi,256353
2013,2,ghi,184461
2013,3,ghi,188202
2013,4,ghi,157063
2013,5,ghi,126430
2013,6,ghi,100634
2013,7,ghi,123376
2013,8,ghi,151323
2013,9,ghi,187929
2013,10,ghi,231562
2013,11,ghi,232400
2013,12,ghi,241062
2014,1,ghi,256730
2014,2,ghi,183163
2014,3,ghi,191493
2014,4,ghi,153950
2014,5,ghi,125312
2014,6,ghi,112671
2014,7,ghi,120876
2014,8,ghi,149046
2014,9,ghi,185766
2014,10,ghi,229708
2014,11,ghi,218838
2014,12,ghi,219036
2015,1,ghi,237291
2015,2,ghi,211199
2015,3,ghi,198737
2015,4,ghi,156445
2015,5,ghi,106560
2015,6,ghi,110383
2015,7,ghi,120611
2015,8,ghi,148185
2015,9,ghi,182955
2015,10,ghi,226314
2015,11,ghi,228924
2015,12,ghi,217179
2016,1,ghi,215333
2016,2,ghi,201255
2016,3,ghi,156600
2016,4,ghi,152164
2016,5,ghi,116432
2016,6,ghi,91425
2016,7,ghi,117550
2016,8,ghi,128798
2016,9,ghi,143597
2016,10,ghi,214753
2016,11,ghi,234695
2016,12,ghi,220031
2017,1,ghi,243814
2017,2,ghi,221091
2017,3,ghi,201417
2017,4,ghi,150078
2017,5,ghi,133125
2017,6,ghi,109919
2017,7,ghi,119487
2017,8,ghi,154448
2017,9,ghi,177625
2017,10,ghi,224094
2017,11,ghi,228170
2017,12,ghi,258431
2018,1,ghi,256860
2018,2,ghi,211756
2018,3,ghi,190267
2018,4,ghi,165833
2018,5,ghi,132209
2018,6,ghi,106647
2018,7,ghi,124571
2018,8,ghi,0
