year,month,radiationtype,radiation
2008,1,ghi,189359
2008,2,ghi,151652
2008,3,ghi,160434
2008,4,ghi,149040
2008,5,ghi,145594
2008,6,ghi,117210
2008,7,ghi,123645
2008,8,ghi,157184
2008,9,ghi,172345
2008,10,ghi,219786
2008,11,ghi,203022
2008,12,ghi,218654
2009,1,ghi,137777
2009,2,ghi,133582
2009,3,ghi,200271
2009,4,ghi,147033
2009,5,ghi,126816
2009,6,ghi,130921
2009,7,ghi,145489
2009,8,ghi,166120
2009,9,ghi,179751
2009,10,ghi,221307
2009,11,ghi,123474
2009,12,ghi,215497
2010,1,ghi,172917
2010,2,ghi,153427
2010,3,ghi,176238
2010,4,ghi,144500
2010,5,ghi,135038
2010,6,ghi,122356
2010,7,ghi,118860
2010,8,ghi,145764
2010,9,ghi,137913
2010,10,ghi,193608
2010,11,ghi,141916
2010,12,ghi,170133
2011,1,ghi,224325
2011,2,ghi,187464
2011,3,ghi,153441
2011,4,ghi,157514
2011,5,ghi,151678
2011,6,ghi,116272
2011,7,ghi,141977
2011,8,ghi,154836
2011,9,ghi,194103
2011,10,ghi,202488
2011,11,ghi,211549
2011,12,ghi,208781
2012,1,ghi,208274
2012,2,ghi,194960
2012,3,ghi,163705
2012,4,ghi,163614
2012,5,ghi,131783
2012,6,ghi,112886
2012,7,ghi,120320
2012,8,ghi,159947
2012,9,ghi,175133
2012,10,ghi,217520
2012,11,ghi,228242
2012,12,ghi,227907
2013,1,ghi,217773
2013,2,ghi,172961
2013,3,ghi,184080
2013,4,ghi,146547
2013,5,ghi,128572
2013,6,ghi,125172
2013,7,ghi,130252
2013,8,ghi,172925
2013,9,ghi,190154
2013,10,ghi,231572
2013,11,ghi,199587
2013,12,ghi,247026
2014,1,ghi,213319
2014,2,ghi,176140
2014,3,ghi,186068
2014,4,ghi,168778
2014,5,ghi,143104
2014,6,ghi,125002
2014,7,ghi,144827
2014,8,ghi,160069
2014,9,ghi,185717
2014,10,ghi,229541
2014,11,ghi,228869
2014,12,ghi,231454
2015,1,ghi,212594
2015,2,ghi,198900
2015,3,ghi,196057
2015,4,ghi,165439
2015,5,ghi,124774
2015,6,ghi,115915
2015,7,ghi,138838
2015,8,ghi,163311
2015,9,ghi,190040
2015,10,ghi,225912
2015,11,ghi,222089
2015,12,ghi,209434
2016,1,ghi,214849
2016,2,ghi,188419
2016,3,ghi,151417
2016,4,ghi,160961
2016,5,ghi,132412
2016,6,ghi,108248
2016,7,ghi,121475
2016,8,ghi,149410
2016,9,ghi,159580
2016,10,ghi,219085
2016,11,ghi,225000
2016,12,ghi,227570
2017,1,ghi,218927
2017,2,ghi,202450
2017,3,ghi,183035
2017,4,ghi,179821
2017,5,ghi,134319
2017,6,ghi,128333
2017,7,ghi,138204
2017,8,ghi,169563
2017,9,ghi,197874
2017,10,ghi,210372
2017,11,ghi,217762
2017,12,ghi,257544
2018,1,ghi,242534
2018,2,ghi,189134
2018,3,ghi,170778
2018,4,ghi,165835
2018,5,ghi,145511
2018,6,ghi,120609
2018,7,ghi,142792
2018,8,ghi,0
