ts,radiation
2008-01-31,161597
2008-02-29,114878
2008-03-31,174266
2008-04-30,199216
2008-05-31,203991
2008-06-30,168773
2008-07-31,177958
2008-08-31,205228
2008-09-30,182687
2008-10-31,246880
2008-11-30,199419
2008-12-31,203833
2009-01-31,51110
2009-02-28,104892
2009-03-31,245725
2009-04-30,163578
2009-05-31,147609
2009-06-30,202423
2009-07-31,229565
2009-08-31,221932
2009-09-30,212724
2009-10-31,249582
2009-11-30,133367
2009-12-31,207241
2010-01-31,129600
2010-02-28,104445
2010-03-31,171401
2010-04-30,142376
2010-05-31,174193
2010-06-30,178584
2010-07-31,142241
2010-08-31,178758
2010-09-30,108222
2010-10-31,191348
2010-11-30,74774
2010-12-31,110242
2011-01-31,217076
2011-02-28,179831
2011-03-31,121043
2011-04-30,184868
2011-05-31,219251
2011-06-30,161593
2011-07-31,217418
2011-08-31,191091
2011-09-30,239410
2011-10-31,209331
2011-11-30,203908
2011-12-31,184435
2012-01-31,186699
2012-02-29,190610
2012-03-31,149547
2012-04-30,198472
2012-05-31,161923
2012-06-30,139146
2012-07-31,140080
2012-08-31,190436
2012-09-30,191287
2012-10-31,237399
2012-11-30,252259
2012-12-31,229198
2013-01-31,213492
2013-02-28,147530
2013-03-31,186560
2013-04-30,157858
2013-05-31,152271
2013-06-30,178495
2013-07-31,169957
2013-08-31,239186
2013-09-30,229824
2013-10-31,275846
2013-11-30,182867
2013-12-31,272478
2014-01-31,199019
2014-02-28,159802
2014-03-31,197075
2014-04-30,206549
2014-05-31,184229
2014-06-30,179602
2014-07-31,222963
2014-08-31,207337
2014-09-30,217398
2014-10-31,267353
2014-11-30,240030
2014-12-31,226633
2015-01-31,188431
2015-02-28,207662
2015-03-31,221999
2015-04-30,210674
2015-05-31,183352
2015-06-30,145267
2015-07-31,205663
2015-08-31,217067
2015-09-30,233836
2015-10-31,261287
2015-11-30,250687
2015-12-31,210053
2016-01-31,216333
2016-02-29,200404
2016-03-31,134125
2016-04-30,187041
2016-05-31,158619
2016-06-30,132895
2016-07-31,153102
2016-08-31,173042
2016-09-30,152641
2016-10-31,251064
2016-11-30,239200
2016-12-31,227204
2017-01-31,228068
2017-02-28,217687
2017-03-31,176475
2017-04-30,237486
2017-05-31,167261
2017-06-30,186906
2017-07-31,191583
2017-08-31,226456
2017-09-30,248412
2017-10-31,226792
2017-11-30,229081
2017-12-31,296016
2018-01-31,264455
2018-02-28,188465
2018-03-31,161711
2018-04-30,197202
2018-05-31,195826
2018-06-30,166101
2018-07-31,205981
