"year","month","radiationtype","radiation"
"2013","08","dni","247281"
"2008","04","ghi","152044"
"2010","05","dni","195226"
"2009","03","dni","253302"
"2012","08","dni","197130"
"2017","11","dni","240494"
"2017","09","dni","242260"
"2017","08","ghi","168458"
"2015","01","ghi","203515"
"2017","01","dni","215553"
"2015","02","ghi","213190"
"2008","10","dni","249896"
"2008","02","dni","217959"
"2016","09","ghi","154617"
"2011","08","dni","243956"
"2011","06","dni","208091"
"2014","05","dni","181901"
"2016","07","ghi","119227"
"2012","12","ghi","217979"
"2017","02","dni","258808"
"2017","10","dni","268497"
"2013","02","ghi","190014"
"2015","10","ghi","221934"
"2008","06","dni","186148"
"2014","07","dni","214481"
"2009","04","dni","214094"
"2009","11","ghi","138432"
"2016","04","ghi","164551"
"2013","12","dni","207436"
"2018","04","ghi","170598"
"2013","04","ghi","170841"
"2011","11","dni","197877"
"2010","01","dni","234510"
"2011","03","ghi","155311"
"2017","06","ghi","123820"
"2014","04","ghi","156272"
"2016","05","dni","131938"
"2014","12","dni","223544"
"2012","06","dni","157974"
"2013","05","dni","179829"
"2008","06","ghi","117027"
"2010","11","dni","256813"
"2015","07","dni","211536"
"2008","01","dni","281321"
"2015","09","ghi","193632"
"2013","09","ghi","187960"
"2018","05","dni","210323"
"2009","06","ghi","118070"
"2010","09","dni","172582"
"2018","06","dni","208381"
"2016","06","dni","137860"
"2015","08","dni","215493"
"2011","07","dni","184359"
"2008","04","dni","224406"
"2018","07","ghi","140641"
"2014","07","ghi","136313"
"2010","06","ghi","125593"
"2014","03","ghi","203946"
"2014","06","dni","215337"
"2016","08","dni","161684"
"2013","06","dni","129244"
"2011","02","dni","165651"
"2008","11","ghi","176655"
"2013","07","ghi","136455"
"2009","07","dni","210365"
"2011","01","ghi","239117"
"2011","10","ghi","193129"
"2015","03","ghi","202114"
"2013","08","ghi","170482"
"2017","03","dni","238687"
"2010","05","ghi","136099"
"2015","11","dni","265386"
"2011","07","ghi","125392"
"2010","08","dni","192835"
"2008","03","ghi","173537"
"2011","02","ghi","179932"
"2017","10","ghi","226600"
"2008","03","dni","221046"
"2012","10","dni","245409"
"2011","01","dni","266210"
"2011","10","dni","191937"
"2010","07","ghi","106467"
"2010","08","ghi","146735"
"2010","10","dni","207558"
"2015","05","dni","175532"
"2016","12","dni","158496"
"2010","02","dni","195546"
"2009","09","ghi","178662"
"2016","09","dni","151011"
"2014","06","ghi","130008"
"2018","08","ghi","0"
"2009","06","dni","185674"
"2008","12","ghi","208335"
"2013","09","dni","230536"
"2016","08","ghi","138128"
"2009","08","ghi","153102"
"2013","04","dni","232745"
"2015","04","dni","205109"
"2016","04","dni","209336"
"2012","03","dni","204195"
"2013","01","dni","261836"
"2017","12","ghi","240366"
"2009","01","ghi","222701"
"2009","02","ghi","189864"
"2008","07","ghi","137165"
"2009","10","ghi","231933"
"2017","06","dni","191712"
"2009","09","dni","217480"
"2014","09","ghi","191223"
"2017","03","ghi","202378"
"2018","04","dni","222059"
"2016","11","ghi","227739"
"2015","11","ghi","226999"
"2011","03","dni","141015"
"2013","11","ghi","211521"
"2012","12","dni","213412"
"2018","02","dni","251409"
"2013","02","dni","198107"
"2016","02","dni","224997"
"2015","10","dni","259780"
"2016","01","dni","210926"
"2016","10","dni","231040"
"2013","10","dni","274063"
"2018","01","dni","273151"
"2012","04","ghi","153544"
"2008","10","ghi","219704"
"2015","12","ghi","191063"
"2016","12","ghi","193618"
"2011","11","ghi","197485"
"2013","12","ghi","211476"
"2015","05","ghi","119107"
"2010","02","ghi","184122"
"2011","09","ghi","190270"
"2012","09","ghi","175423"
"2012","11","ghi","215095"
"2011","05","dni","194342"
"2017","04","ghi","160280"
"2012","04","dni","189287"
"2017","07","ghi","135641"
"2016","11","dni","246859"
"2014","11","dni","190132"
"2013","11","dni","212484"
"2014","09","dni","239485"
"2013","03","ghi","196511"
"2017","07","dni","205401"
"2018","03","dni","272619"
"2010","04","dni","192175"
"2015","07","ghi","135044"
"2011","05","ghi","138540"
"2015","02","dni","253918"
"2014","04","dni","195837"
"2010","12","ghi","237003"
"2015","09","dni","257360"
"2012","07","ghi","130189"
"2018","06","ghi","129491"
"2016","06","ghi","107322"
"2017","08","dni","233809"
"2015","12","dni","166807"
"2017","11","ghi","221581"
"2011","08","ghi","168797"
"2017","04","dni","191978"
"2012","11","dni","217471"
"2014","05","ghi","136013"
"2012","03","ghi","182656"
"2015","04","ghi","157699"
"2011","09","dni","242563"
"2009","05","dni","191006"
"2009","05","ghi","132149"
"2011","04","dni","256550"
"2012","06","ghi","117191"
"2010","01","ghi","223023"
"2017","12","dni","249120"
"2017","05","dni","225635"
"2010","12","dni","264685"
"2016","03","ghi","167445"
"2014","08","ghi","171938"
"2010","04","ghi","155618"
"2015","06","dni","193803"
"2012","07","dni","178962"
"2009","08","dni","207097"
"2018","03","ghi","210330"
"2008","05","ghi","154575"
"2008","07","dni","227888"
"2009","10","dni","282822"
"2014","10","ghi","223922"
"2015","01","dni","201212"
"2014","03","dni","252489"
"2010","11","ghi","227791"
"2008","09","ghi","178983"
"2009","03","ghi","201539"
"2013","06","ghi","102809"
"2015","06","ghi","125075"
"2014","11","ghi","198826"
"2015","08","ghi","157912"
"2009","11","dni","168501"
"2012","10","ghi","221503"
"2013","07","dni","218316"
"2012","01","ghi","223507"
"2008","08","ghi","149444"
"2016","07","dni","150829"
"2012","02","ghi","207607"
"2018","07","dni","219872"
"2015","03","dni","255858"
"2008","12","dni","198789"
"2009","07","ghi","134151"
"2018","08","dni","0"
"2009","02","dni","220734"
"2018","02","ghi","215215"
"2013","10","ghi","225564"
"2012","05","ghi","146422"
"2016","01","ghi","212207"
"2009","01","dni","228661"
"2014","02","ghi","189242"
"2016","02","ghi","195525"
"2013","05","ghi","132233"
"2011","04","ghi","180649"
"2011","12","dni","226952"
"2017","05","ghi","149165"
"2014","01","dni","221578"
"2012","05","dni","212669"
"2014","10","dni","258754"
"2009","12","ghi","227679"
"2014","02","dni","197801"
"2010","09","ghi","157226"
"2016","03","dni","185916"
"2014","08","dni","255756"
"2008","11","dni","154182"
"2010","03","ghi","193338"
"2008","09","dni","211703"
"2010","06","dni","200991"
"2013","03","dni","230138"
"2008","05","dni","249016"
"2012","09","dni","196834"
"2010","10","ghi","193092"
"2008","01","ghi","249661"
"2016","05","ghi","114055"
"2014","12","ghi","226598"
"2011","06","ghi","126207"
"2009","12","dni","241293"
"2017","09","ghi","191343"
"2011","12","ghi","223593"
"2016","10","ghi","213619"
"2018","01","ghi","246394"
"2013","01","ghi","240866"
"2014","01","ghi","217791"
"2010","07","dni","134279"
"2012","08","ghi","157993"
"2008","02","ghi","204337"
"2009","04","ghi","162281"
"2018","05","ghi","144858"
"2012","01","dni","222888"
"2008","08","dni","196250"
"2017","01","ghi","221461"
"2010","03","dni","224227"
"2012","02","dni","231299"
"2017","02","ghi","217438"
