"year","month","radiationtype","radiation"
"2014","07","ghi","157077"
"2013","05","dni","171779"
"2016","05","dni","161310"
"2017","06","ghi","154929"
"2014","12","dni","174540"
"2012","06","dni","198772"
"2014","04","ghi","174350"
"2011","11","dni","189951"
"2013","04","ghi","174116"
"2013","12","dni","119850"
"2018","04","ghi","192121"
"2011","03","ghi","145767"
"2010","01","dni","130434"
"2010","09","dni","160597"
"2013","12","ghi","175379"
"2010","02","ghi","180723"
"2015","05","ghi","148689"
"2011","11","ghi","204996"
"2015","12","ghi","187022"
"2016","12","ghi","180245"
"2017","05","dni","234182"
"2011","05","ghi","173519"
"2015","02","dni","182592"
"2008","07","dni","254036"
"2009","10","dni","250200"
"2011","10","ghi","205580"
"2011","01","ghi","173161"
"2017","02","dni","185673"
"2012","12","ghi","203597"
"2016","07","ghi","152190"
"2009","07","dni","231261"
"2013","07","ghi","167296"
"2008","11","ghi","183524"
"2009","09","ghi","182703"
"2010","02","dni","156180"
"2016","12","dni","139913"
"2010","10","dni","179544"
"2015","05","dni","223899"
"2009","06","dni","216507"
"2009","04","dni","218716"
"2009","11","ghi","117662"
"2016","04","ghi","175739"
"2015","11","dni","220402"
"2015","03","ghi","189484"
"2010","05","ghi","132452"
"2011","07","ghi","160545"
"2017","03","dni","206041"
"2013","08","ghi","191264"
"2010","08","ghi","172687"
"2015","07","dni","229949"
"2010","11","dni","233675"
"2008","06","ghi","142999"
"2014","06","ghi","154782"
"2016","09","dni","185089"
"2018","08","ghi","0"
"2016","03","ghi","164261"
"2012","07","dni","201180"
"2015","06","dni","225627"
"2010","12","dni","156535"
"2010","04","ghi","170254"
"2014","08","ghi","190674"
"2018","03","ghi","213475"
"2008","05","ghi","175870"
"2009","08","dni","240218"
"2015","01","dni","124441"
"2014","10","ghi","215536"
"2013","03","ghi","185399"
"2016","11","dni","217829"
"2013","11","dni","154266"
"2014","09","dni","239596"
"2017","07","ghi","163469"
"2014","11","dni","117626"
"2008","07","ghi","164593"
"2009","10","ghi","222043"
"2009","05","ghi","159005"
"2017","12","dni","218288"
"2012","07","ghi","155956"
"2015","09","dni","246290"
"2010","12","ghi","193846"
"2014","04","dni","193925"
"2009","03","ghi","199410"
"2013","06","ghi","138441"
"2012","04","dni","218052"
"2012","11","ghi","210913"
"2011","05","dni","241065"
"2017","04","ghi","177932"
"2012","09","ghi","195176"
"2008","04","ghi","165644"
"2009","03","dni","217775"
"2010","05","dni","134551"
"2013","08","dni","265340"
"2017","03","ghi","202798"
"2009","09","dni","190508"
"2017","06","dni","224806"
"2014","09","ghi","203005"
"2015","10","dni","169644"
"2017","12","ghi","220130"
"2013","01","dni","182353"
"2018","03","dni","235934"
"2017","07","dni","228027"
"2010","04","dni","177008"
"2015","07","ghi","160719"
"2011","09","ghi","204343"
"2016","06","dni","197810"
"2011","07","dni","221273"
"2015","08","dni","232722"
"2010","11","ghi","220869"
"2014","03","dni","200548"
"2016","08","dni","180838"
"2014","06","dni","227744"
"2014","03","ghi","197865"
"2013","06","dni","174034"
"2013","04","dni","204865"
"2015","04","dni","209614"
"2009","08","ghi","182263"
"2012","03","dni","112270"
"2016","04","dni","206309"
"2016","11","ghi","215021"
"2015","11","ghi","211143"
"2013","11","ghi","187227"
"2018","04","dni","246783"
"2011","03","dni","92582"
"2018","06","dni","230154"
"2018","06","ghi","156234"
"2017","08","dni","258224"
"2016","06","ghi","146427"
"2015","06","ghi","154683"
"2009","11","dni","108664"
"2014","11","ghi","171287"
"2015","08","ghi","178840"
"2012","04","ghi","182968"
"2013","10","dni","192372"
"2016","10","dni","220654"
"2018","01","dni","163552"
"2016","01","dni","149013"
"2013","02","dni","131785"
"2012","12","dni","183553"
"2016","02","dni","148201"
"2018","02","dni","163454"
"2009","01","ghi","168218"
"2009","02","ghi","135484"
"2008","09","ghi","193468"
"2015","04","ghi","177647"
"2011","09","dni","241497"
"2009","05","dni","207399"
"2008","10","ghi","208171"
"2012","11","dni","203483"
"2014","05","ghi","161621"
"2012","03","ghi","159390"
"2017","11","ghi","210383"
"2011","08","ghi","187907"
"2015","12","dni","149867"
"2017","04","dni","202991"
