"year","month","radiationtype","radiation"
"2008","01","dni","159795"
"2015","09","ghi","200796"
"2018","05","dni","245039"
"2009","06","ghi","151156"
"2013","09","ghi","198743"
"2011","08","dni","255372"
"2008","10","dni","203094"
"2008","02","dni","52134"
"2016","09","ghi","186739"
"2014","05","dni","200736"
"2011","06","dni","242406"
"2013","03","dni","166358"
"2008","05","dni","257146"
"2010","09","ghi","173385"
"2016","03","dni","155874"
"2014","08","dni","267454"
"2009","07","ghi","161372"
"2015","03","dni","192640"
"2008","12","dni","121388"
"2018","08","dni","0"
"2012","01","dni","140651"
"2010","03","dni","230799"
"2011","04","ghi","164439"
"2017","05","ghi","170983"
"2011","12","dni","208429"
"2014","01","dni","165984"
"2018","05","ghi","174323"
"2009","04","ghi","180403"
"2012","08","ghi","178874"
"2008","02","ghi","132311"
"2014","10","dni","217076"
"2009","12","ghi","189101"
"2014","02","dni","127889"
"2012","05","dni","228321"
"2008","01","ghi","197933"
"2012","09","dni","213888"
"2010","10","ghi","194792"
"2017","09","ghi","209290"
"2009","12","dni","157176"
"2016","05","ghi","142419"
"2014","12","ghi","206133"
"2011","06","ghi","159128"
"2010","06","dni","214226"
"2010","03","ghi","210415"
"2008","09","dni","216467"
"2008","11","dni","145422"
"2018","07","dni","237288"
"2012","02","ghi","199802"
"2011","10","dni","190754"
"2011","01","dni","117335"
"2010","07","ghi","142375"
"2012","10","dni","214376"
"2011","02","dni","70765"
"2017","09","dni","256612"
"2017","11","dni","206210"
"2017","08","ghi","190627"
"2012","08","dni","213346"
"2013","01","ghi","206333"
"2014","01","ghi","194123"
"2010","07","dni","169414"
"2014","02","ghi","166958"
"2009","01","dni","122851"
"2016","02","ghi","170126"
"2012","05","ghi","169527"
"2016","01","ghi","180130"
"2008","08","dni","237372"
"2017","01","ghi","176271"
"2017","02","ghi","192253"
"2012","02","dni","192766"
"2013","05","ghi","149209"
"2008","08","ghi","179244"
"2012","01","ghi","179417"
"2016","07","dni","197541"
"2013","07","dni","245299"
"2012","10","ghi","214885"
"2016","08","ghi","161175"
"2008","12","ghi","172707"
"2013","09","dni","231227"
"2011","04","dni","193103"
"2012","06","ghi","148689"
"2010","01","ghi","185604"
"2016","10","ghi","216212"
"2011","12","ghi","219372"
"2018","01","ghi","190943"
"2013","10","ghi","206752"
"2018","02","ghi","180348"
"2009","02","dni","83406"
"2011","02","ghi","138147"
"2017","10","ghi","228437"
"2008","03","dni","150580"
"2008","06","dni","201733"
"2014","07","dni","217481"
"2010","08","dni","207294"
"2008","03","ghi","162013"
"2013","02","ghi","167308"
"2017","10","dni","253107"
"2015","10","ghi","192454"
"2015","01","ghi","176749"
"2015","02","ghi","191622"
"2017","01","dni","125105"
"2010","06","ghi","150841"
"2018","07","ghi","166067"
"2008","04","dni","225176"
