"year","month","radiationtype","radiation"
"2014","10","dni","262821"
"2014","02","dni","109326"
"2009","12","ghi","191330"
"2012","05","dni","184112"
"2013","05","ghi","163404"
"2008","01","dni","138339"
"2009","06","ghi","157926"
"2013","09","ghi","191063"
"2018","05","dni","237266"
"2015","09","ghi","197416"
"2016","09","ghi","176527"
"2011","08","dni","230290"
"2008","02","dni","58925"
"2008","10","dni","218550"
"2015","11","dni","195808"
"2015","03","ghi","197230"
"2010","05","ghi","150345"
"2013","08","ghi","191667"
"2017","03","dni","220668"
"2011","07","ghi","169863"
"2009","06","dni","221986"
"2011","12","ghi","179381"
"2018","01","ghi","196638"
"2016","10","ghi","221616"
"2011","06","dni","234696"
"2014","05","dni","209724"
"2013","07","dni","208952"
"2012","10","ghi","216284"
"2010","08","ghi","179382"
"2010","11","dni","211151"
"2008","06","ghi","149575"
"2015","07","dni","215706"
"2008","01","ghi","180399"
"2012","09","dni","220910"
"2010","10","ghi","184424"
"2010","09","dni","156896"
"2012","08","ghi","183995"
"2009","04","ghi","179819"
"2008","02","ghi","135540"
"2018","05","ghi","179663"
"2011","06","ghi","163366"
"2016","05","ghi","157563"
"2017","09","ghi","206749"
"2009","12","dni","155602"
"2014","12","ghi","201981"
"2011","04","ghi","176878"
"2011","12","dni","125510"
"2017","05","ghi","176154"
"2014","01","dni","148936"
"2011","10","dni","211968"
"2011","01","dni","110166"
"2010","07","ghi","156421"
"2012","08","dni","210729"
"2017","09","dni","240188"
"2017","11","dni","230256"
"2017","08","ghi","193197"
"2008","12","ghi","160627"
"2016","08","ghi","175154"
"2013","09","dni","198428"
"2016","09","dni","157124"
"2014","06","ghi","157182"
"2018","08","ghi","0"
"2010","07","dni","184772"
"2013","01","ghi","223049"
"2014","01","ghi","191198"
"2013","10","ghi","200260"
"2009","02","dni","76720"
"2018","02","ghi","190132"
"2014","02","ghi","155891"
"2009","01","dni","103530"
"2016","01","ghi","202519"
"2016","02","ghi","182903"
"2012","05","ghi","162409"
"2017","10","dni","244899"
"2015","10","ghi","213114"
"2013","02","ghi","185509"
"2017","02","ghi","184545"
"2012","02","dni","205132"
"2008","08","dni","210945"
"2017","01","ghi","200032"
"2012","01","dni","171664"
"2010","03","dni","186119"
"2008","08","ghi","178256"
"2012","01","ghi","198662"
"2016","07","dni","200941"
"2018","07","dni","225925"
"2012","02","ghi","204534"
"2008","09","dni","206599"
"2008","11","dni","142267"
"2010","03","ghi","193448"
"2010","06","dni","222726"
"2013","12","dni","174515"
"2011","03","ghi","149191"
"2010","01","dni","95836"
"2011","11","dni","152083"
"2013","04","ghi","186390"
"2018","04","ghi","196744"
"2016","12","dni","215050"
"2010","02","dni","150279"
"2009","09","ghi","185275"
"2010","10","dni","141515"
"2015","05","dni","198226"
"2016","04","ghi","180717"
"2009","04","dni","203593"
"2009","11","ghi","116225"
"2013","01","dni","223314"
"2017","12","ghi","240041"
"2012","12","dni","208998"
"2016","02","dni","184219"
"2018","02","dni","180093"
"2013","02","dni","164351"
"2017","10","ghi","225621"
"2008","03","dni","162291"
"2011","02","dni","96811"
"2015","02","ghi","184137"
"2017","01","dni","178704"
"2015","01","ghi","178524"
"2012","10","dni","216696"
"2008","06","dni","201977"
"2014","07","dni","221969"
"2011","02","ghi","149134"
"2012","12","ghi","216319"
"2017","02","dni","171226"
"2009","07","ghi","168892"
"2008","12","dni","105496"
"2015","03","dni","212873"
"2018","08","dni","0"
"2013","05","dni","186606"
"2014","04","ghi","169412"
"2014","12","dni","167359"
"2016","05","dni","173984"
"2017","06","ghi","157087"
"2012","06","dni","195601"
"2018","06","dni","213975"
"2008","04","ghi","164726"
"2010","05","dni","153152"
"2009","03","dni","251274"
"2013","08","dni","240543"
"2015","08","dni","223204"
"2016","06","dni","182986"
"2011","07","dni","224131"
"2013","12","ghi","202631"
"2010","02","ghi","174325"
"2015","05","ghi","146258"
"2015","10","dni","211832"
"2013","10","dni","173878"
"2012","04","ghi","181008"
"2016","01","dni","197770"
"2018","01","dni","170300"
"2016","10","dni","241490"
"2010","08","dni","206495"
"2008","03","ghi","164124"
"2011","10","ghi","215636"
"2011","01","ghi","173359"
"2013","06","dni","188404"
"2014","03","ghi","206324"
"2016","08","dni","196841"
"2014","06","dni","211625"
"2010","01","ghi","163324"
"2011","04","dni","188376"
"2012","06","ghi","153302"
"2017","05","dni","224999"
"2011","11","ghi","191355"
"2016","12","ghi","216121"
"2015","12","ghi","165160"
"2013","03","dni","146019"
"2008","05","dni","237518"
"2011","09","ghi","205782"
"2017","12","dni","274083"
"2014","04","dni","162047"
"2010","12","ghi","179559"
"2012","07","ghi","161036"
"2015","09","dni","226147"
"2013","06","ghi","150404"
"2009","03","ghi","211699"
"2008","09","ghi","193741"
"2008","11","ghi","185315"
"2009","07","dni","231220"
"2013","07","ghi","165171"
"2014","08","dni","245789"
"2010","09","ghi","178091"
"2016","03","dni","156417"
"2008","07","dni","217116"
"2009","10","dni","226202"
"2014","10","ghi","232932"
"2015","01","dni","122273"
"2015","02","dni","174843"
"2011","05","ghi","181791"
"2015","08","ghi","183332"
"2015","06","ghi","156834"
"2014","11","ghi","198684"
"2009","11","dni","102828"
"2016","06","ghi","147967"
"2018","06","ghi","158832"
"2017","08","dni","245553"
"2010","04","dni","154352"
"2015","07","ghi","164314"
"2017","07","dni","215699"
"2018","03","dni","239977"
"2014","03","dni","221524"
"2010","11","ghi","209754"
"2012","11","ghi","202066"
"2017","04","ghi","185379"
"2012","04","dni","200170"
"2012","09","ghi","198834"
"2011","05","dni","247285"
