"year","month","radiationtype","radiation"
"2017","01","ghi","221028"
"2017","02","ghi","213415"
"2012","02","dni","225280"
"2010","03","dni","231708"
"2012","01","dni","210190"
"2012","06","ghi","119026"
"2015","05","ghi","113273"
"2011","04","dni","231675"
"2013","12","ghi","213115"
"2010","02","ghi","194176"
"2010","01","ghi","220770"
"2011","11","ghi","223077"
"2017","05","dni","232846"
"2015","12","ghi","226543"
"2016","12","ghi","212660"
"2014","10","ghi","227414"
"2015","01","dni","193674"
"2008","07","dni","222436"
"2009","10","dni","280213"
"2011","05","ghi","145079"
"2015","02","dni","224404"
"2012","04","dni","207275"
"2017","04","ghi","167183"
"2011","05","dni","206356"
"2012","11","ghi","204392"
"2012","09","ghi","185091"
"2009","05","ghi","132517"
"2008","03","ghi","156278"
"2008","06","dni","188501"
"2014","07","dni","205153"
"2010","08","dni","193568"
"2011","10","ghi","200475"
"2011","02","ghi","190242"
"2011","01","ghi","244461"
"2010","12","ghi","233856"
"2012","07","ghi","134569"
"2015","09","dni","270330"
"2009","03","ghi","197125"
"2014","04","dni","217525"
"2013","06","ghi","92143"
"2014","11","ghi","188604"
"2009","11","dni","140712"
"2015","06","ghi","134018"
"2017","08","dni","247482"
"2015","08","ghi","161275"
"2016","06","ghi","115861"
"2018","06","ghi","127384"
"2011","09","ghi","199754"
"2017","12","dni","273231"
