"year","month","radiationtype","radiation"
"2010","01","ghi","159495"
"2012","06","ghi","111418"
"2011","04","dni","165765"
"2015","06","dni","123150"
"2010","12","dni","81410"
"2012","07","dni","115390"
"2010","04","ghi","139523"
"2016","03","ghi","148685"
"2014","08","ghi","160184"
"2017","07","ghi","141940"
"2014","11","dni","238104"
"2014","09","dni","195944"
"2016","11","dni","251495"
"2013","11","dni","136288"
"2013","03","ghi","167592"
"2008","05","ghi","138312"
"2009","08","dni","216865"
"2018","03","ghi","183201"
"2014","03","ghi","158147"
"2014","06","dni","127571"
"2013","06","dni","164185"
"2016","08","dni","148307"
"2009","10","dni","219187"
"2008","07","dni","142725"
"2010","11","dni","48109"
"2015","07","dni","163984"
"2008","06","ghi","115036"
"2010","09","dni","108962"
"2010","08","ghi","136232"
"2011","12","ghi","187648"
"2018","01","ghi","222355"
"2016","10","ghi","217539"
"2013","10","ghi","218967"
"2009","02","dni","59923"
"2018","02","ghi","191704"
"2014","02","ghi","161161"
"2016","02","ghi","169026"
"2016","01","ghi","201776"
"2009","01","dni","55828"
"2012","05","ghi","129648"
"2010","07","dni","146249"
"2013","01","ghi","217949"
"2014","01","ghi","204319"
"2009","01","ghi","145097"
"2009","02","ghi","104521"
"2009","05","dni","129975"
"2011","09","dni","224615"
"2015","04","ghi","160728"
"2009","10","ghi","213204"
"2008","07","ghi","114104"
"2009","05","ghi","124157"
"2017","12","dni","288149"
"2008","10","ghi","195496"
"2014","09","ghi","180663"
"2017","06","dni","157217"
"2009","09","dni","197955"
"2012","11","dni","239603"
"2012","03","ghi","144242"
"2014","05","ghi","141051"
"2017","11","ghi","219277"
"2017","04","dni","187288"
"2011","08","ghi","141528"
"2015","12","dni","217924"
"2011","09","ghi","192184"
"2008","03","ghi","127852"
"2010","08","dni","142608"
"2011","02","ghi","179291"
"2012","11","ghi","224627"
"2012","09","ghi","180929"
"2017","04","ghi","165213"
"2011","05","dni","186874"
"2012","04","dni","179173"
"2013","04","dni","134746"
"2012","03","dni","106177"
"2015","04","dni","185216"
"2009","08","ghi","166487"
"2016","04","dni","140544"
"2017","03","ghi","165465"
"2015","11","ghi","203288"
"2016","11","ghi","227487"
"2011","03","dni","83040"
"2013","11","ghi","181079"
"2018","04","dni","167014"
"2017","07","dni","197821"
"2018","03","dni","183191"
"2014","03","dni","139572"
"2010","11","ghi","119812"
"2010","04","dni","129108"
"2015","07","ghi","129484"
"2008","09","ghi","176582"
"2011","01","ghi","215852"
"2011","10","ghi","193377"
"2017","02","dni","222054"
"2012","12","ghi","232290"
"2014","07","dni","195943"
"2008","06","dni","145563"
"2015","02","ghi","178928"
"2017","01","dni","209892"
"2015","01","ghi","194798"
"2015","10","ghi","208581"
"2017","10","dni","206333"
"2013","02","ghi","160007"
