"year","month","radiationtype","radiation"
"2008","01","ghi","197871"
"2012","09","dni","209661"
"2016","10","dni","247820"
"2012","04","ghi","170515"
"2013","10","dni","268604"
"2016","01","dni","227964"
"2018","01","dni","209079"
"2015","12","ghi","178307"
"2011","11","ghi","190175"
"2016","12","ghi","234698"
"2017","05","dni","219502"
"2013","02","dni","171611"
"2016","02","dni","202999"
"2012","12","dni","208227"
"2018","02","dni","242272"
"2011","03","ghi","163396"
"2018","04","ghi","188777"
"2013","12","dni","248384"
"2011","11","dni","156570"
"2010","01","dni","158904"
"2013","04","ghi","174054"
"2009","10","dni","276357"
"2008","07","dni","200404"
"2015","01","dni","180059"
"2014","10","ghi","235992"
"2011","05","ghi","166948"
"2015","02","dni","231330"
"2017","02","dni","213150"
"2012","12","ghi","216976"
"2015","01","ghi","209503"
"2017","01","dni","255626"
"2015","02","ghi","209083"
"2010","08","ghi","169521"
"2010","09","dni","166206"
"2010","11","dni","169041"
"2015","07","dni","226366"
"2008","06","ghi","127386"
"2017","10","ghi","226074"
"2008","03","dni","173069"
"2011","09","ghi","203896"
"2010","02","ghi","174714"
"2013","12","ghi","238116"
"2015","05","ghi","135876"
"2012","06","ghi","133539"
"2011","04","dni","216199"
"2010","01","ghi","183702"
"2013","02","ghi","188056"
"2017","10","dni","255233"
"2015","10","ghi","230979"
"2012","04","dni","211694"
"2011","05","dni","248656"
"2017","04","ghi","186117"
"2012","11","ghi","222015"
"2012","09","ghi","187490"
"2011","02","dni","170377"
"2012","10","dni","258803"
"2009","05","ghi","136536"
"2017","12","dni","302123"
"2009","05","dni","163103"
"2011","09","dni","257269"
"2015","04","ghi","178284"
"2018","07","ghi","150919"
"2008","04","dni","204333"
"2014","07","ghi","154131"
"2010","06","ghi","142028"
"2008","10","ghi","227046"
"2016","11","dni","272800"
"2013","03","ghi","198344"
"2014","11","dni","222146"
"2013","11","dni","181148"
"2017","07","ghi","152144"
"2014","09","dni","259165"
"2010","12","dni","150171"
"2014","08","ghi","178901"
"2015","06","dni","188523"
"2016","03","ghi","166193"
"2012","07","dni","186062"
"2010","04","ghi","148526"
"2013","07","ghi","149800"
"2008","11","ghi","203219"
"2009","07","dni","230779"
"2016","07","ghi","133192"
"2008","04","ghi","152821"
"2010","05","dni","188209"
"2013","08","dni","260439"
"2009","03","dni","248868"
"2014","05","ghi","158313"
"2012","03","ghi","165967"
"2012","11","dni","236616"
"2018","06","dni","198831"
"2011","08","ghi","173929"
"2015","12","dni","134858"
"2017","11","ghi","224832"
"2017","04","dni","249848"
"2009","09","dni","230789"
"2014","09","ghi","203585"
"2017","06","dni","204444"
"2017","03","ghi","218615"
"2012","03","dni","142319"
"2016","04","dni","227480"
"2009","08","ghi","172875"
"2015","04","dni","234558"
"2013","04","dni","215641"
"2009","08","dni","232710"
"2008","05","ghi","156878"
"2018","03","ghi","179317"
"2009","10","ghi","231157"
"2008","07","ghi","139001"
"2014","07","dni","230693"
"2008","06","dni","173939"
"2014","03","ghi","205690"
"2014","06","dni","199706"
"2016","08","dni","216808"
"2013","06","dni","199473"
"2015","08","dni","248410"
"2011","07","dni","232883"
"2016","06","dni","177857"
"2015","11","ghi","222427"
"2011","03","dni","130923"
"2016","11","ghi","237138"
"2018","04","dni","255598"
"2013","11","ghi","196540"
"2009","02","ghi","148638"
"2009","01","ghi","124864"
"2017","07","dni","219854"
"2018","03","dni","175081"
"2010","11","ghi","188625"
"2014","03","dni","229793"
"2008","09","ghi","186166"
"2015","07","ghi","151408"
"2010","04","dni","151254"
"2011","10","ghi","221375"
"2011","01","ghi","229044"
"2011","02","ghi","185315"
"2008","03","ghi","166681"
"2010","08","dni","224935"
