"year","month","radiationtype","radiation"
"2013","03","dni","110940"
"2008","05","dni","196931"
"2009","09","ghi","186269"
"2016","12","dni","218051"
"2010","10","dni","144170"
"2010","02","dni","92925"
"2015","05","dni","157981"
"2014","12","dni","178522"
"2012","06","dni","151576"
"2016","05","dni","112907"
"2014","04","ghi","152983"
"2013","05","dni","123847"
"2017","06","ghi","138599"
"2008","01","dni","70083"
"2015","09","ghi","200209"
"2018","05","dni","170547"
"2013","09","ghi","193579"
"2009","06","ghi","148088"
"2017","08","ghi","173583"
"2017","11","dni","253547"
"2012","08","dni","190660"
"2017","09","dni","205391"
"2013","02","ghi","180009"
"2017","10","dni","193360"
"2015","10","ghi","215506"
"2014","05","dni","172027"
"2011","06","dni","184494"
"2012","12","ghi","230646"
"2017","02","dni","137162"
"2017","03","dni","185343"
"2010","05","ghi","163022"
"2015","11","dni","188906"
"2015","03","ghi","164939"
"2013","08","ghi","190334"
"2011","07","ghi","151037"
"2014","06","ghi","122870"
"2016","09","dni","155168"
"2018","08","ghi","0"
"2009","06","dni","180336"
"2017","10","ghi","201672"
"2008","03","dni","127300"
"2011","12","ghi","149305"
"2016","10","ghi","222532"
"2018","01","ghi","179985"
"2017","05","ghi","157074"
"2011","12","dni","82586"
"2011","04","ghi","154120"
"2014","01","dni","103924"
"2017","12","ghi","240671"
"2013","01","dni","126564"
"2018","02","dni","160309"
"2013","02","dni","146212"
"2012","12","dni","251026"
"2016","02","dni","134144"
"2012","06","ghi","139068"
"2010","01","ghi","119754"
"2011","04","dni","132964"
"2017","05","dni","182633"
"2011","08","dni","193963"
"2008","10","dni","190443"
"2016","09","ghi","175149"
"2008","02","dni","50121"
"2011","11","dni","207160"
"2013","04","ghi","168336"
"2010","01","dni","41869"
"2013","12","dni","227564"
"2011","03","ghi","140655"
"2018","04","ghi","186855"
"2009","11","ghi","114966"
"2016","04","ghi","157109"
"2009","04","dni","170879"
"2012","10","dni","187758"
"2015","03","dni","143550"
"2009","07","ghi","152184"
"2008","12","dni","112037"
"2018","08","dni","0"
"2011","10","dni","183866"
"2010","07","ghi","109694"
"2011","01","dni","100038"
"2014","08","dni","171514"
"2010","09","ghi","166266"
"2016","03","dni","120140"
"2010","03","dni","127516"
"2008","08","dni","144772"
"2017","01","ghi","176446"
"2016","07","dni","121641"
"2012","01","ghi","184092"
"2008","08","ghi","151168"
"2012","02","ghi","150584"
"2018","07","dni","170138"
"2011","02","dni","83242"
"2016","05","ghi","130195"
"2014","12","ghi","204836"
"2009","12","dni","171016"
"2011","06","ghi","148148"
"2017","09","ghi","191787"
"2016","08","ghi","165843"
"2013","09","dni","207377"
"2008","12","ghi","163448"
"2017","01","dni","127524"
"2015","01","ghi","163209"
"2015","02","ghi","151721"
"2016","01","dni","181824"
"2013","10","dni","216114"
"2012","04","ghi","161676"
"2016","10","dni","235972"
"2018","01","dni","145064"
"2015","10","dni","231253"
"2012","05","dni","132871"
"2014","10","dni","251425"
"2009","12","ghi","195871"
"2014","02","dni","68405"
"2010","07","dni","76680"
"2013","01","ghi","172360"
"2014","01","ghi","157791"
"2012","05","ghi","142343"
"2016","01","ghi","193479"
"2009","01","dni","50180"
"2014","02","ghi","128957"
"2016","02","ghi","164606"
"2018","02","ghi","180605"
"2013","10","ghi","215433"
"2009","02","dni","49350"
"2010","02","ghi","150921"
"2013","12","ghi","223242"
"2015","05","ghi","132784"
"2011","11","ghi","210197"
"2016","12","ghi","217277"
"2015","12","ghi","169602"
"2012","01","dni","150179"
"2012","02","dni","93990"
"2017","02","ghi","173563"
"2017","04","dni","167253"
"2011","08","ghi","174359"
"2015","12","dni","138012"
"2017","11","ghi","226453"
"2009","11","dni","111886"
"2015","06","ghi","137155"
"2014","11","ghi","219282"
"2015","08","ghi","177470"
"2008","09","dni","190102"
"2010","03","ghi","163436"
"2010","06","dni","123889"
"2008","11","dni","178057"
"2013","05","ghi","140921"
"2010","10","ghi","182243"
"2008","01","ghi","145429"
"2012","09","dni","212188"
"2018","05","ghi","156680"
"2009","04","ghi","167433"
"2012","08","ghi","173322"
"2008","02","ghi","123727"
"2012","10","ghi","199982"
"2013","07","dni","144007"
"2014","10","ghi","227481"
"2015","01","dni","98205"
"2011","05","ghi","165792"
"2015","02","dni","108232"
"2010","09","dni","140946"
"2015","04","ghi","168106"
"2011","09","dni","175201"
"2009","05","dni","129781"
"2008","10","ghi","203069"
"2014","04","dni","130966"
"2012","07","ghi","136937"
"2015","09","dni","233248"
"2010","12","ghi","174329"
"2014","05","ghi","159796"
"2012","11","dni","246207"
"2012","03","ghi","129747"
"2018","06","ghi","140654"
"2016","06","ghi","119916"
"2017","08","dni","189632"
"2009","10","dni","229968"
"2008","07","dni","130839"
"2009","03","ghi","184827"
"2013","06","ghi","130770"
"2010","08","ghi","145765"
"2010","11","dni","124610"
"2008","06","ghi","123856"
"2015","07","dni","183036"
"2009","05","ghi","139347"
"2017","04","ghi","167483"
"2012","04","dni","152232"
"2011","05","dni","192868"
"2012","11","ghi","222666"
"2012","09","ghi","194293"
"2011","02","ghi","143631"
"2011","10","ghi","199355"
"2011","01","ghi","164011"
"2011","09","ghi","183723"
"2010","05","dni","181991"
"2008","04","ghi","152234"
"2009","03","dni","182993"
"2013","08","dni","237082"
"2018","06","dni","160687"
"2017","12","dni","280931"
"2009","10","ghi","214661"
"2008","07","ghi","127925"
"2008","05","ghi","166022"
"2018","03","ghi","168926"
"2009","08","dni","213456"
"2010","04","dni","89016"
"2015","07","ghi","152708"
"2008","03","ghi","149113"
"2010","08","dni","124061"
"2014","07","dni","177636"
"2008","06","dni","120547"
"2016","07","ghi","131742"
