"year","month","radiationtype","radiation"
"2009","07","dni","174978"
"2013","07","ghi","142980"
"2008","11","ghi","195839"
"2016","06","dni","115144"
"2011","07","dni","178196"
"2015","08","dni","210164"
"2016","08","dni","174668"
"2014","06","dni","117842"
"2013","06","dni","128408"
"2014","03","ghi","170407"
"2008","09","ghi","187183"
"2010","11","ghi","175396"
"2014","03","dni","138529"
"2013","11","dni","98087"
"2013","03","ghi","154772"
"2014","09","dni","238348"
"2016","11","dni","265701"
"2014","11","dni","229933"
"2017","07","ghi","126735"
"2009","01","ghi","128430"
"2009","02","ghi","114659"
"2018","03","dni","132518"
"2017","07","dni","110138"
"2009","09","dni","194216"
"2017","06","dni","154774"
"2014","09","ghi","204824"
"2012","07","dni","132762"
"2010","04","ghi","138848"
"2014","08","ghi","166969"
"2015","06","dni","142159"
"2010","12","dni","128032"
"2016","03","ghi","151719"
"2018","07","ghi","150287"
"2010","06","ghi","129348"
"2008","04","dni","174273"
"2014","07","ghi","153089"
"2015","04","dni","163370"
"2013","04","dni","166749"
"2012","03","dni","73388"
"2016","04","dni","144227"
"2009","08","ghi","179832"
"2015","11","ghi","195994"
"2013","11","ghi","160677"
"2011","03","dni","85371"
"2016","11","ghi","231438"
"2018","04","dni","217101"
"2017","03","ghi","198403"
