"year","month","radiationtype","radiation"
"2008","08","ghi","178395"
"2012","10","ghi","223165"
"2016","07","dni","199618"
"2013","07","dni","235567"
"2012","01","ghi","192454"
"2012","02","ghi","200819"
"2008","11","dni","166610"
"2008","09","dni","212916"
"2010","03","ghi","202339"
"2010","06","dni","219614"
"2018","07","dni","239862"
"2008","03","dni","161548"
"2017","10","ghi","240566"
"2011","02","dni","91344"
"2011","10","dni","190432"
"2012","10","dni","239045"
"2010","07","ghi","144423"
"2011","01","dni","157953"
"2017","09","ghi","210872"
"2011","06","ghi","152345"
"2010","10","ghi","198330"
"2016","05","ghi","141084"
"2008","01","ghi","209669"
"2014","12","ghi","203644"
"2012","09","dni","236826"
"2009","12","dni","175657"
"2013","05","ghi","147887"
"2009","04","ghi","181417"
"2012","08","ghi","184298"
"2008","02","ghi","145958"
"2018","05","ghi","169119"
"2009","06","ghi","151690"
"2015","09","ghi","206265"
"2016","09","ghi","189748"
"2008","01","dni","188808"
"2013","09","ghi","205831"
"2008","10","dni","225368"
"2011","08","dni","263313"
"2008","02","dni","69838"
"2018","05","dni","229632"
"2017","09","dni","264830"
"2011","06","dni","224954"
"2014","05","dni","201160"
"2017","08","ghi","187320"
"2012","08","dni","235087"
"2017","11","dni","253174"
"2011","07","dni","219636"
"2015","08","dni","236594"
"2016","06","dni","183485"
"2013","08","dni","265276"
"2009","03","dni","239001"
"2010","05","dni","136025"
"2008","04","ghi","163995"
"2013","06","dni","180661"
"2014","06","dni","215683"
"2016","08","dni","197698"
"2018","06","dni","227935"
"2014","03","ghi","207483"
"2014","02","dni","138164"
"2012","05","dni","215081"
"2014","10","dni","273997"
"2009","12","ghi","198381"
"2010","08","ghi","173409"
"2015","07","dni","223409"
"2010","09","dni","172826"
"2010","11","dni","239461"
"2008","06","ghi","138355"
"2014","02","ghi","169801"
"2016","02","ghi","183135"
"2018","01","ghi","199304"
"2016","01","ghi","191400"
"2011","12","ghi","218414"
"2009","01","dni","126903"
"2016","10","ghi","221030"
"2012","05","ghi","165596"
"2013","01","ghi","219676"
"2013","10","ghi","209853"
"2010","07","dni","176132"
"2014","01","ghi","197559"
"2009","02","dni","96275"
"2018","02","ghi","184725"
"2011","07","ghi","160387"
"2009","06","dni","226266"
"2015","03","ghi","193076"
"2015","11","dni","228992"
"2013","08","ghi","191150"
"2017","03","dni","213918"
"2010","05","ghi","131642"
"2016","09","dni","201359"
"2016","08","ghi","167655"
"2008","12","ghi","173447"
"2014","06","ghi","150391"
"2013","09","dni","252242"
"2018","08","ghi","0"
"2011","12","dni","198701"
"2017","05","ghi","167013"
"2011","04","ghi","163290"
"2014","01","dni","171357"
"2008","07","dni","248373"
"2009","10","dni","270203"
"2015","02","dni","180527"
"2011","05","ghi","170958"
"2015","01","dni","125359"
"2014","10","ghi","234928"
"2010","06","ghi","150873"
"2014","07","ghi","157566"
"2018","07","ghi","165196"
"2008","04","dni","219322"
"2008","11","ghi","192857"
"2016","07","ghi","151612"
"2013","07","ghi","164483"
"2009","07","dni","232613"
"2011","10","ghi","201018"
"2011","01","ghi","197509"
"2011","02","ghi","145087"
"2008","03","ghi","165297"
"2014","07","dni","216532"
"2008","06","dni","195577"
"2010","08","dni","214992"
"2017","07","dni","213748"
"2018","03","dni","234446"
"2010","11","ghi","224072"
"2014","03","dni","226373"
"2008","09","ghi","189982"
"2015","07","ghi","158521"
"2010","04","dni","182667"
"2013","12","ghi","189884"
"2012","06","ghi","145961"
"2010","01","ghi","188688"
"2011","04","dni","192174"
"2010","02","ghi","189216"
"2015","05","ghi","144730"
"2017","04","ghi","183152"
"2012","04","dni","210654"
"2012","09","ghi","200156"
"2012","11","ghi","211267"
"2011","05","dni","235987"
"2009","05","ghi","157442"
"2015","12","ghi","190080"
"2016","12","ghi","197605"
"2017","05","dni","221450"
"2011","11","ghi","195197"
"2017","12","dni","250395"
"2011","09","ghi","211382"
"2017","02","dni","173022"
"2012","12","ghi","211770"
"2017","01","dni","139018"
"2013","02","ghi","178036"
"2015","01","ghi","178276"
"2017","10","dni","292629"
"2015","10","ghi","214735"
"2015","02","ghi","190270"
"2010","09","ghi","177954"
"2016","03","dni","150938"
"2014","08","dni","262495"
"2008","12","dni","120088"
"2015","03","dni","198212"
"2009","07","ghi","160967"
"2008","05","dni","248859"
"2013","03","dni","188162"
"2018","08","dni","0"
"2013","02","dni","150722"
"2016","02","dni","176316"
"2012","04","ghi","177867"
"2018","01","dni","185128"
"2016","01","dni","167075"
"2013","10","dni","209571"
"2012","12","dni","203564"
"2016","10","dni","238367"
"2018","02","dni","172243"
"2012","02","dni","192832"
"2017","01","ghi","183661"
"2017","02","ghi","183495"
"2008","08","dni","236647"
"2013","01","dni","210919"
"2017","12","ghi","233530"
"2015","10","dni","218643"
"2010","03","dni","218332"
"2012","01","dni","157160"
"2013","06","ghi","140248"
"2015","09","dni","264954"
"2012","07","ghi","154543"
"2010","12","ghi","200238"
"2009","03","ghi","208648"
"2014","04","dni","208183"
"2014","11","ghi","198293"
"2015","06","ghi","150083"
"2016","06","ghi","141429"
"2015","08","ghi","180401"
"2009","11","dni","129477"
"2018","06","ghi","154803"
"2017","08","dni","251270"
"2014","11","dni","166683"
"2010","04","ghi","171095"
"2017","07","ghi","158015"
"2016","11","dni","253594"
"2015","06","dni","211523"
"2012","07","dni","197920"
"2013","11","dni","153830"
"2016","03","ghi","162134"
"2014","08","ghi","189683"
"2013","03","ghi","191175"
"2010","12","dni","171748"
"2014","09","dni","261055"
"2018","03","ghi","214242"
"2009","08","dni","238994"
"2008","05","ghi","173730"
"2015","04","ghi","177165"
"2008","10","ghi","214284"
"2011","09","dni","268582"
"2009","05","dni","204167"
"2015","12","dni","151486"
"2017","04","dni","219929"
"2012","03","ghi","164245"
"2014","05","ghi","161404"
"2011","08","ghi","189878"
"2012","11","dni","204009"
"2017","11","ghi","226972"
"2009","01","ghi","181547"
"2009","02","ghi","139277"
"2008","07","ghi","161868"
"2009","10","ghi","231077"
"2013","04","dni","201093"
"2016","11","ghi","230158"
"2011","03","dni","77627"
"2012","03","dni","123918"
"2015","04","dni","212025"
"2009","08","ghi","181498"
"2013","11","ghi","187186"
"2018","04","dni","231841"
"2015","11","ghi","212482"
"2016","04","dni","216178"
"2017","06","dni","200896"
"2017","03","ghi","204155"
"2014","09","ghi","208138"
"2009","09","dni","202490"
"2013","05","dni","170035"
"2016","12","dni","172648"
"2010","10","dni","193996"
"2017","06","ghi","147640"
"2016","05","dni","153720"
"2014","12","dni","173516"
"2012","06","dni","193062"
"2010","02","dni","177362"
"2015","05","dni","210006"
"2014","04","ghi","180292"
"2009","09","ghi","185712"
"2013","04","ghi","170692"
"2011","03","ghi","138670"
"2009","04","dni","222159"
"2009","11","ghi","125470"
"2013","12","dni","148544"
"2018","04","ghi","186740"
"2010","01","dni","140092"
"2016","04","ghi","178143"
"2011","11","dni","177716"
